year,company,class,auwgr,lkpp,amlr,amer,der,aoer
2008,c166,pa,1.3374873696458907,2.9553872468797446,1.238946255949428,0.5015649145572497,-0.8177418961111194,0.015354759833776302
2009,c166,pa,1.4301752430405625,5.447581822733056,1.0309123551294586,0.25826567228903896,-0.7064333035812413,0.008796135195406117
2010,c166,pa,1.471253489781936,50.79503410258806,0.9018469005954123,0.2632448541986548,-0.5873700249375028,0.006574430583127207
2011,c166,pa,1.1420821979489328,-7.087829566708714,0.72545916081024,0.26989005844466957,-0.4748519148209392,0.006683899508307314
2012,c166,pa,0.9332136789306287,11.38213034430655,0.563313031102538,0.250716941876082,-0.36542196604222793,0.005624519645061369
2013,c166,pa,0.9126673877840148,5.295940852817123,0.5781594676221755,0.2797830741845012,-0.2576095791711321,0.0067134227915838975
2014,c166,pa,0.6758966026150313,11.588221005552128,0.5652413885506342,0.28660854474149405,-0.15965783801857922,0.006035891946853807
2015,c166,pa,0.9846696238099208,4.840891130496337,0.5749281119080958,0.27992254934186167,-0.3148250240623775,0.01023945855132351
2016,c166,pa,0.8894092008116824,51.75498401271994,0.5881256522274539,0.3356673811389447,-0.23796926170032276,0.0070467065011125575
2017,c166,pa,0.7544136599525891,30.842526869843343,0.5456071229449343,0.3371898422600548,-0.14169638060786469,0.004921042830076099
2018,c166,pa,0.4986207306064983,20.44879474436739,0.5115205506874363,0.5566768273149768,-0.018490960524664077,0.014895062762743523
2005,c166,bonds,3.2934257128822937,-4.904586436088374,3.4061393726364853,0.2508622758435716,-0.6611256172280965,0.01013399586233074
2006,c166,bonds,0.46709662690485704,-0.5093693622512806,3.804452965560251,0.2788966159096197,-0.5940585583014668,0.010883896486647192
2007,c166,bonds,1.6139551412027844,1.2390212856233647,5.09943468987076,0.42922778380229437,-0.5467087522732499,0.014496889446949376
2008,c166,bonds,-1.6920523437636494,-2.549237983587339,4.205399688628766,0.3461192750684588,1.747174030784283,0.010598047618052216
2009,c166,bonds,3.230297853375919,1.5462355134127563,3.870130266631771,0.3480790397819592,-2.3107157889524377,0.01186295578035187
2010,c166,bonds,2.091282455855396,-5.726499361973628,3.094227350947246,0.1305429696204412,-0.8233055665127503,0.0032558369853177846
2011,c166,bonds,4.279343293250739,-1.9276736592566086,3.509668684281026,0.28150451307515606,-0.348171990768857,0.0069610413717892195
2012,c166,bonds,0.36616438874796503,-0.3141846768346202,2.631137234729784,0.25482813069355037,-0.12389732328777496,0.005708733147090975
2013,c166,bonds,1.271973539140022,1.9451358715663893,2.1363525976105207,0.2110892363608829,-0.03206174200661521,0.0050732593798508314
2014,c166,bonds,0.8866110113071964,-2.0337234853580877,1.7171653356185883,0.16079382579933849,-0.03740885554263976,0.003395810363836825
2015,c166,bonds,0.1057985164891214,-8.969668246445497,1.5051406430948764,0.7300362816583889,-0.008306495096253334,0.026700482581281482
2016,c166,bonds,0.4410897937090275,1.6965239319620253,1.0037461932373304,0.2316054852013232,-0.1560514023375634,0.004867314670436164
2017,c166,bonds,0.3558315601959523,2.5664231323317557,0.8614728749285208,0.2757562999939857,-0.4810975308031075,0.004029590425212005
2018,c166,bonds,0.7805159731352831,1.2820935765265662,0.9336334132993697,0.48517987035479243,-0.3075050637859351,0.012989262209906477
2005,c166,others,0.7255107004507186,3.1167331243787664,0.7086476439612943,0.20371828495789454,-1.077762266818342,0.008226128025689358
2006,c166,others,3.1280453395979793,0.9793317172539221,1.1603303612074907,0.17879899570056473,-1.8895734224101517,0.0069697975439761035
2007,c166,others,1.0125270279695893,-1.7742007183404997,1.481566086615049,0.5957296786116966,-0.7243600474297273,0.020106586193019235
2008,c166,others,0.7038339075680171,2.570944401108212,1.5118430110988192,0.4224512334054079,-0.5281917547819889,0.012932738136755714
2009,c166,others,1.5240468048434002,1.8949610291369676,1.411163976164541,0.19965704328541445,-0.6103311834219401,0.00680012672765435
2010,c166,others,0.4624064516931915,-5.8770615732857685,1.3512675481498964,0.5357647401414298,-0.09211417214501652,0.013380050291398911
2011,c166,others,1.2057587606245315,2.6850766439527636,0.9961651972831616,0.1369998446719005,-0.3057688586315229,0.0033927897341492746
2012,c166,others,0.9855170828145698,-6.89300699106774,0.9834061645658112,0.24307833921176808,-0.536095488502676,0.005452923775335034
2013,c166,others,0.6592788140861966,3.2578430742744082,0.9484658043183366,0.27266446002389105,-0.44261875904532505,0.006542631415594336
2014,c166,others,0.921205660077462,1.9057524779080177,0.9722275610295499,0.29201578607847306,-0.5803844706515257,0.006149907839050381
2015,c166,others,0.7894698764144789,2.6181045405842784,0.9947513119851568,0.3140671210414847,-0.4801255158859287,0.011488541685063096
2016,c166,others,0.8908817720217534,2.633895634355365,1.023242355806048,0.27842608114215306,-0.6459899530118417,0.005844949857558546
2017,c166,others,0.851034084167067,2.277848219326221,1.1420501790013244,0.28994236961011555,-0.4160640745358199,0.004231639895742206
2018,c166,others,0.7402903642008198,4.406369661804683,1.217025839986164,0.43819521290114477,-0.5372302489780425,0.011724996589883418
2005,c166,pub_lia,-0.20577517113477564,-1.4670045105370861,19.254810999826184,0.25607737913526885,-0.9165736425867191,0.01033917640064911
2006,c166,pub_lia,-1.318857609651879,0.5583859637550913,22.580920072174532,0.29469437898305484,0.7348623853211009,0.011487735587173899
2007,c166,pub_lia,3.4950671407820275,0.7947582115193496,24.431484001454706,0.2998491893929873,-5.144712540176019,0.010123161995727032
2008,c166,pub_lia,4.4278086933976075,0.43003029994686204,26.349778824145204,0.3925846079017766,-2.698952816735727,0.012015012192476814
2009,c166,pub_lia,3.018981395252582,-0.9761668182116443,23.390054508327793,0.2869695063690445,-2.2613315121789697,0.009775631022744187
2010,c166,pub_lia,4.466829650947346,-74.31713318978775,20.278698146154873,0.21511558121727614,-2.0154770899605854,0.005372405372405372
2011,c166,pub_lia,7.505179109963642,-0.5855758364825602,19.180326208652424,0.2590872559446752,-2.2639552546155857,0.006415099787767517
2012,c166,pub_lia,6.448312260180575,-0.2229386583261262,16.13519365388458,0.23342972662979217,-2.645395693556644,0.0052388944736970295
2013,c166,pub_lia,4.479041695121726,-0.328184214556197,13.251509761142877,0.24870548475801738,-2.1401926945864633,0.005966322217641649
2014,c166,pub_lia,2.451031304263157,-0.6256849690789512,10.877223890151434,0.3070516251684232,-1.6833871569757064,0.0064646818878163126
2015,c166,pub_lia,2.7276838404293646,-23.09632683658171,8.807318332772068,0.29229077749468524,-2.032028425538259,0.010690349069310786
2016,c166,pub_lia,3.22233048810591,-203.08915054667787,7.536189268093756,0.296165616859856,-2.404182527618627,0.006216015869269028
2017,c166,pub_lia,3.636805017490613,-7.442804190169219,6.693413092362569,0.3148718348468904,-2.61838371149429,0.004594804103710055
2018,c166,pub_lia,2.6454988011334737,-2.8040289508529703,6.096346780318382,1.7555715510482905,-2.834166357549035,0.046974788760160834
2005,c166,health,0.45688560737672057,5.1681114426106625,0.13427532211419346,0.062154168732104144,-0.16135860331036062,0.0025096610520805545
2006,c166,health,0.3975460223858986,2.679660572575952,0.1689035483622335,0.7240602508543174,-0.06228210024702605,0.028225883431015064
2007,c166,health,0.25970744252281797,2.9424127746544646,0.1930779313812028,0.5895801793798687,0.06310814051367714,0.019899149063784663
2008,c166,health,0.26049133806901953,2.823794627845493,0.20018821313053378,0.40702568385679005,0.04100654393456143,0.012460376810185051
2009,c166,health,0.4489870328307955,2.489287524928114,0.2822079831278482,0.209592566356223,0.04461127084662874,0.007138310711871717
2010,c166,health,0.5276348343701329,4.0024920532614585,0.39389660861866116,0.24121267850158173,-0.03796225404694875,0.006024049535547062
2011,c166,health,0.547404973387272,3.9549862070005126,0.5205268457623644,0.27419438598865037,-0.009612240650022788,0.006790136102875421
2012,c166,health,0.5681183416723183,4.604495585717428,0.6403871472251482,0.2876355824076386,-0.040426958784046264,0.006452615384487549
2013,c166,health,0.935859564459718,4.371669421935146,0.6698400725249773,0.21399105163426557,-0.03617397238572247,0.005134832802232722
2014,c166,health,0.5600249667868049,-6.3141897870877886,0.7039359325604129,0.2543820096922133,0.009575369571295131,0.005357121095796926
2015,c166,health,0.5056543973506058,6.525575462038456,0.7788737020940958,0.32896342322387967,-0.02349455278425989,0.012033471098560292
2016,c166,health,0.8084346979732127,4.835819582799564,0.8108722877919642,0.30711471139680735,-0.03844826203256571,0.006447143780083838
2017,c166,health,0.3774385339094907,-11.565614514439208,0.7801489976261746,0.35915506166080113,0.02808767389529914,0.005241656946223034
2018,c166,health,0.47895622736033605,3.9017013123253386,0.7940261477362672,0.32184907124985374,0.017282834598734056,0.008611622598130204
2005,c166,motor,0.2120784524529457,1.5466891040094957,4.232256096985607,0.13169993222686105,-0.04638609537034963,0.005318054416906381
2006,c166,motor,-0.2380917423495606,1.9860372471876793,6.338384489126005,0.296818914463997,-0.09598356300382435,0.011570600322364158
2007,c166,motor,0.49067406190111246,0.9908976678250613,7.544460612835916,0.2837575420712992,-0.0747363572636735,0.00957746921995931
2008,c166,motor,0.02168077061047828,3.8269014929327647,8.157567928973366,0.37645211447869076,0.02312595929360706,0.011524603610369355
2009,c166,motor,-0.099613023682742,1.51836829451775,7.645011940988748,0.34944530041694355,0.07517979795872601,0.011901856545543292
2010,c166,motor,-0.04956026408233336,1.3019730279735806,6.457660519284579,0.5110825427786151,0.08011841388712002,0.012763960092415368
2011,c166,motor,-0.020521176229557146,1.4041927949016582,4.247449668448005,0.2662862640608166,0.09173594644181096,0.006594629929706803
2012,c166,motor,-0.46081269260767116,1.4617685481539726,3.4730531988255215,0.23870055978119564,0.09660428176510588,0.005354808302732023
2013,c166,motor,-0.1509489611542016,0.8923784669370493,3.398284355993097,0.25192200733359227,0.099920690019816,0.006044917679349523
2014,c166,motor,-0.08284640670401007,1.2620525464041532,3.4579198848662114,0.26507970078298493,0.11202832993408976,0.005582503068951407
2015,c166,motor,0.22317388744957484,1.4418365320136832,3.5667614087168245,0.27726006132532116,0.06379991986483495,0.010142155965819646
2016,c166,motor,0.3501575202602175,2.4866412926919024,3.6551083883565916,0.259082643400808,0.023286080300314677,0.005438798614420713
2017,c166,motor,0.4381827239433073,3.2223178357629747,3.8318678215363877,0.27824326390018095,0.0693188225697847,0.0040608741354351465
2018,c166,motor,0.7394737759572092,6.487286028837276,4.057740148522371,0.19813615519509786,0.054769674595297094,0.0053017570943436855
2005,c166,wic,-0.516202331431207,1.187749981183876,5.071443461649768,0.14619252076402744,-0.027064880765128547,0.005903191173107251
2006,c166,wic,0.46783856265491147,0.8249168883923933,7.369270188864325,0.3354900931093562,-0.08515839810123181,0.013077797510650111
2007,c166,wic,0.07252540370840689,3.4191542512085977,8.019990243734343,0.3498669600786793,-0.06345646885193751,0.011808899074210346
2008,c166,wic,-0.3318543335386077,1.497069544735213,7.970578706257898,0.3614505080741681,-0.07550954899572661,0.011065247831199951
2009,c166,wic,-0.008866774857623706,0.9002988585502556,7.266101857649508,0.2741575618553426,-0.04291274098784354,0.009337423317978589
2010,c166,wic,-0.005778137672827604,1.257365048505168,6.807281123252016,0.4071856827300185,0.022146207775771382,0.01016919863559182
2011,c166,wic,-0.2222867143219075,1.3768418769892143,5.351788385609962,0.2838194541598607,0.007908733797091342,0.0070286854678887865
2012,c166,wic,-0.35852141865895004,1.031486924455764,4.479916353711356,0.22862598866486336,-0.006100114030506055,0.005128877254306066
2013,c166,wic,-0.8665058391088158,0.8919512924356501,4.278849198296447,0.26993862911887717,0.011357297640743759,0.006477168402924853
2014,c166,wic,0.004422681227982271,0.6263821365008839,4.418109471125472,0.24071527894753453,0.017860102368304202,0.005069509216753696
2015,c166,wic,-0.011728676433718376,1.4274723932801843,4.7442482218222555,0.2551862197931923,-0.0017885179566144549,0.009334627462860777
2016,c166,wic,0.4668886533972396,1.4232036784946345,4.991092567490106,0.29283113724594945,-0.010220331652122066,0.006147432035435736
2017,c166,wic,0.4401305842890997,4.406703697915259,4.927610853907532,0.2528339440768369,0.019335897670297524,0.003690060516139148
2018,c166,wic,0.7080276311295391,4.943158216727005,5.049945902483453,0.22354455125275127,0.026437125530927356,0.005981421449014465
2005,c166,cpr,-0.11475154473233294,1.1658363934442975,0.35060297122350065,0.04671055628958039,0.13702684459213874,0.0018869500508755144
2006,c166,cpr,-0.37738895653554977,1.549396621078037,0.4806411513851614,0.3034165844540215,0.13896977076605432,0.011838620904512176
2007,c166,cpr,-0.38352067649788596,1.0905259511575545,0.6752496590296697,0.16475197204722325,0.13999175002578118,0.005558790830642172
2008,c166,cpr,0.23050108932461874,1.0967595996154498,0.8862940901808506,0.3354130143343302,0.10252723311546841,0.010260905434670517
2009,c166,cpr,0.09394484560218844,2.667674067185865,1.1324456708461852,0.4340305010893246,0.1400054217906696,0.01477124183006536
2010,c166,cpr,0.21739604536202384,1.95231909160893,1.138486793521668,0.35271212755994774,0.14001163128816516,0.008798087586563816
2011,c166,cpr,0.6028400305685393,2.6595775532891874,1.3132696783131037,0.24803722012212853,0.19999289103737536,0.006142774062227392
2012,c166,cpr,0.2792176655375706,-19.456085753803595,1.2587203702286782,1.384221657454636,-0.30626371667271174,0.031048394263067162
2013,c166,cpr,0.8055566056927035,1.2783261296660118,0.6635788993867751,0.4324171466861748,-0.3922946336791585,0.010377027915926401
2014,c166,cpr,0.38634082099696815,3.0543364106737343,0.46011640670545806,0.2412261041291993,-0.40089197525253445,0.005080263482410803
2015,c166,cpr,0.12621027724808562,1.354656794339282,0.7389869007497083,0.30300496282426514,-0.4038876631091321,0.011085054768815607
2016,c166,cpr,0.36189860444424116,1.0339299723357693,1.1847332980457677,0.29750107325060154,-0.7570676905870148,0.006245819314517336
2017,c166,cpr,-0.14910228249450863,0.9268467975483292,1.6462373444008784,0.5514950304244876,-0.4550349587080106,0.00804944420999237
2018,c166,cpr,-0.8833826344179572,0.7899425258832055,1.8821061611157024,1.0427697550628554,-0.5813952080858822,0.027901623029017487
2005,c166,cnstr_engr,5.732101616628175,2.3962117191795946,2.103036164435301,0.09680617590926129,-3.3089678262888427,0.003909444414241445
2006,c166,cnstr_engr,-0.2646634593848828,-0.570129788701486,2.505581118007249,0.42842479563033836,-1.9960491305399521,0.016703935872527095
2007,c166,cnstr_engr,0.28064950421850093,0.34079002002833275,3.511538496176654,1.3336110588509331,-0.4903143555050544,0.045009451626486056
2008,c166,cnstr_engr,-3.9084566618275245,1.1280816189205773,1.6776862480176422,-0.05713511594839084,4.6542868183859545,0.1
2009,c166,cnstr_engr,0.6868908318949175,-25.877567567567567,3.735551318558439,-1.098185843942891,-0.3862222923441742,0.1
2010,c166,cnstr_engr,0.9557660171259398,2.2558500268264567,2.3044181529453334,0.15963942664314965,-1.0415439282948538,0.003986746951068745
2011,c166,cnstr_engr,1.0834609796405235,1.2072709216812496,2.6125673354699916,0.33714609664187817,-1.2649490684665892,0.00834806193795089
2012,c166,cnstr_engr,1.615052703092657,1.0678006519994838,2.5158875987480904,0.2749120488480304,-0.9449542952054841,0.006166433268787653
2013,c166,cnstr_engr,0.32043483074455636,11.517809007877313,2.2356570087682366,0.1910103679332526,-1.1975649238926507,0.00458297641255422
2014,c166,cnstr_engr,-0.15902508426347792,0.6174543143409829,2.722022134461643,0.2863922393543966,-0.22151837988290624,0.006032334028527913
2015,c166,cnstr_engr,1.6547293463871635,0.905249869673212,3.329505687950194,0.23402099106270782,-0.8121499541758194,0.008561846852187463
2016,c166,cnstr_engr,2.433685221818347,-6.447138268189172,3.962606780840398,0.2962169593110371,-0.4383073041761384,0.006218995941286859
2017,c166,cnstr_engr,4.381113970133825,-0.7634066759066759,4.08299812028356,0.22297954104462087,-0.9006932817960156,0.003252856651146254
2018,c166,cnstr_engr,1.805888667892779,-0.3550563321843483,4.177364192227625,1.171331617919705,-1.029867762955319,0.03134375316021888
2005,c166,prof_indm,7.5600700953622955,-0.5990013338349465,24.26861061310251,0.5619611515227644,-6.245089249327574,0.022712998595425426
2006,c166,prof_indm,8.016474668648582,-1.5723439702678457,17.515042845143984,0.31143532480234737,-7.581031421611132,0.012144429048822234
2007,c166,prof_indm,24.058189655172413,4.224489795918367,15.619026257512866,0.12849415747966472,-16.907019704433498,0.004335439118047814
2008,c166,prof_indm,13.641092140335711,-0.15428951452006207,17.923897495846393,0.4248768472906404,-11.013039406382825,0.013033661740558292
2009,c166,prof_indm,16.949975136747888,-0.5166753517457009,16.875084697313167,0.1993372235429724,-18.48702138239682,0.006771846408760176
2010,c166,prof_indm,13.686500676159415,0.4439489602189942,17.759054389199353,0.29965191447041273,-13.335693262270304,0.007458975634012929
2011,c166,prof_indm,32.50064050308606,2.478020894933964,17.631710544938997,0.1809720785935884,-18.83649703039478,0.004454697319226792
2012,c166,prof_indm,23.60281216199976,-0.07730603719908533,15.75653900413964,0.2748340514731571,-21.260425429635863,0.006172120647490393
2013,c166,prof_indm,9.35081429888354,-0.6126039902819701,13.824957916391794,0.6185554620838841,-3.797910478336577,0.01466169931498618
2014,c166,prof_indm,8.77393144308083,-0.20735061432106108,8.154843985544982,0.1867253917853119,-6.602031316123572,0.003943460002048551
2015,c166,prof_indm,0.4174965199700182,-0.6724913199385281,6.354866222874161,0.16707575116377485,-2.223899775136524,0.006093948370715192
2016,c166,prof_indm,4.8344426835710514,0.38650002069279477,6.159821786594772,0.31909197986936505,-4.5787638668779715,0.0066388264268122926
2017,c166,prof_indm,4.269933491323293,2.3644766425181114,5.998229213769578,0.4152139461172742,-2.658435899396071,0.006022187004754358
2018,c166,prof_indm,1.5255862610060151,-1.091356582679793,4.803373610056408,3.07721122238361,-3.3551564815622004,0.08233315495757206
2005,c166,mac,0.5839325104406525,8.127592050938862,1.5328106214873594,0.39072055954226426,-0.025754840106871593,0.015777250175658664
2006,c166,mac,0.4127122620507305,9.035697078858227,1.2664100169557235,0.29978515757981944,-0.21113181310664647,0.01168631201944492
2007,c166,mac,0.6903655754212761,2.1127796561723806,1.381804071047742,0.30376934247569987,-0.23383025019541015,0.01025262523375369
2008,c166,mac,0.5962719136030772,4.5321418598156935,1.3569882944089,0.3393957425233612,-0.0710814035764106,0.010390186537472977
2009,c166,mac,1.0040876921129775,5.621229430393038,1.2532328937532238,0.16250155972028893,-0.22908635235335903,0.005534298529342541
2010,c166,mac,0.2647299699958298,-31.814234410708455,1.368763145607096,0.3804746283734862,0.029109916430933955,0.009502601414102025
2011,c166,mac,1.3478454011779812,2.2286152369896426,1.3531011463147187,0.18492836184457148,-0.052338914098559966,0.004579663104204649
2012,c166,mac,1.0332953831131497,-1.8492332857739922,1.2588633189748817,0.22455971834443578,-0.20375862008457774,0.005037496273752998
2013,c166,mac,0.6347051112395082,-13.73520947047565,1.126071666689985,0.2523438475742997,-0.06040772287766864,0.006054832047051392
2014,c166,mac,0.7081806659203369,6.006530500547318,1.0262977149728647,0.23596692325374785,-0.24587111727483,0.004969174344605355
2015,c166,mac,0.9315545576774968,3.84640597886464,1.0017975246071036,0.27444568302306543,-0.2927199864242171,0.010039647776883985
2016,c166,mac,0.946439630707332,19.994518974787283,0.9738278797348585,0.2813620165259049,-0.44591443043431406,0.0059067709217173366
2017,c166,mac,1.3649527958333907,5.45699409546064,0.9810999281255961,0.2795444911448791,-0.5744788302711319,0.004079462585767145
2018,c166,mac,0.7286137107114184,-7.720336847689145,0.9653641950362674,0.46096895656117304,-0.5791942770182018,0.01233354862647556
2005,c166,fire,0.8576888353321755,4.440529229855023,0.3334869759805027,0.20040788407558613,-0.3846687568098899,0.008092374065861123
2006,c166,fire,0.7343404670248626,5.104554036250624,0.4372726413589597,0.30428216609976716,-0.40652505476914746,0.011861579948860659
2007,c166,fire,0.9268583691913187,2.879372399667018,0.5838134538653368,0.3326716402211078,-0.3655869239583582,0.011228430869971032
2008,c166,fire,0.8802031838846665,8.64282559406378,0.60756196554579,0.32186147517991454,-0.2461981751443867,0.009853280366858704
2009,c166,fire,0.8131461863800385,14.437073879000428,0.5576270846061444,0.2806027250168063,-0.29971318705382954,0.009556911119367866
2010,c166,fire,0.8103139671558779,4.3461016122344445,0.5479138812656399,0.2934571336821303,-0.36264304304588885,0.007328753769519932
2011,c166,fire,0.6053770934275018,3.390436710942359,0.585497902774184,0.2781982545449237,-0.12982725045003884,0.006889539736255065
2012,c166,fire,0.4034801488675125,3.578092858243911,0.6171814601289759,0.24601550979257444,-0.15405283300859657,0.005518979870149806
2013,c166,fire,0.5052262138001914,1.97223871259035,0.7737641253529101,0.26711340344578943,-0.07089509766679299,0.006409395887349585
2014,c166,fire,0.4888621781070859,3.257868950992851,0.8831379678034429,0.27992248693616606,-0.011626421539867614,0.005895107492350048
2015,c166,fire,0.6972469016597832,4.071589224747236,0.9377766864314956,0.3054623996681348,-0.15200018939838236,0.0111738448024585
2016,c166,fire,0.7373032718117534,6.95066284871144,0.937393719368544,0.3143543968992779,-0.16608755952486054,0.006599151996087686
2017,c166,fire,0.7986929373679402,8.888724234804988,0.8937987227867579,0.3121394940150183,-0.19514032971384557,0.004555562481345574
2018,c166,fire,1.0128187106532902,17.171693225589156,0.8597493156465902,0.2695082660953963,-0.30264106311870614,0.007211283417304551
2005,c066,pa,0.21548398306585537,2.546586795012101,0.3927601429292432,0.12746935959489067,0.11791751454338288,0.1
2006,c066,pa,0.1516925046166218,2.3212807401367073,0.3120699207706458,0.29446142982365275,0.16805435535098484,0.1
2007,c066,pa,0.22386079337273132,2.4250727372808054,0.27724004794548224,0.2865675761560199,0.1442221528609833,0.1
2008,c066,pa,0.09369407653102348,2.288920767645223,0.2639125261620187,0.17936710643316603,0.15209822597102765,0.1
2009,c066,pa,0.1838538953340789,1.6621470356631511,0.3627348351871072,0.12588475892214895,0.15487056804093155,0.1
2010,c066,pa,0.4416133135981864,1.876230968045587,0.39488692974714784,0.12831220304494723,0.17456708043458918,0.1
2011,c066,pa,0.4791792975459003,3.848752978971209,0.4491680843285428,0.09475296980453192,0.2956118777262793,0.1
2012,c066,pa,0.3051954511181754,10.7186427761053,0.5044586309623916,0.20243986360982902,0.23033498197907792,0.1
2013,c066,pa,0.15804362686978082,3.0302330483026205,0.61086519419823,0.15867792365727756,0.23924447173923605,0.1
2014,c066,pa,0.26156694698548566,2.2498361570571843,0.6469208087723641,0.19945497311197843,0.2409304109921815,0.1
2015,c066,pa,0.10166321960972524,3.363086852054418,0.7519424439717337,0.20886560478254157,0.2306378593398532,0.1
2016,c066,pa,0.16406136915094713,2.1749843386753924,0.7194788904654831,0.23940031321012062,0.2393204473543207,0.1
2017,c066,pa,0.1598842883471737,2.6498210191383866,0.6926662716122363,0.2435844412618147,0.23629858954232622,0.1
2018,c066,pa,0.11442666050175634,2.553918367860485,0.6293573434037859,0.17926200652370863,0.23670222923622228,0.1
2005,c066,bonds,-0.2937116254400391,2.9978431880233845,0.32312207619231315,0.21758327071009598,0.03354080053556615,0.1
2006,c066,bonds,0.46986448191552965,1.0804996348311662,0.48008068248479646,0.28127572116278654,0.07114942472864788,0.1
2007,c066,bonds,0.4726836734794449,27.597035447198095,0.5838951167791652,0.3591217086555614,0.10205073264387506,0.1
2008,c066,bonds,0.4525039151950052,7.462968820106949,0.4569127768628462,0.2747500771230016,0.17364204229330746,0.1
2009,c066,bonds,0.4819080915025978,4.929697871401053,0.36288282706897196,0.2044084513003723,0.1474665453240361,0.1
2010,c066,bonds,0.13825757782015358,5.1905557911895075,0.3003874986704788,0.18658085093656002,0.15214502977982855,0.1
2011,c066,bonds,0.13798753546229187,1.9254148367230757,0.330865114712329,0.31793138823334666,0.09761546875907873,0.1
2012,c066,bonds,0.45318505768081163,2.1304056265015627,0.3781671372565488,0.24285133247272278,0.07425159093896136,0.1
2013,c066,bonds,0.4155885143889104,3.7204992065820566,0.31946090619124967,0.2789288030966604,0.05560407654667829,0.1
2014,c066,bonds,0.23339415232896543,3.957386769419854,0.30488897112539065,0.3390611419048031,0.0515937171545839,0.1
2015,c066,bonds,0.1923206099563217,2.592248384683973,0.34519656771278184,0.3873867081491069,0.007301080616531997,0.1
2016,c066,bonds,0.37595449333396297,2.4704787050831634,0.4068314382035544,0.369604564684045,0.021849673403385676,0.1
2017,c066,bonds,0.2599265820490141,5.127440148195513,0.39658696141635913,0.5934439517846475,-0.0720650009845319,0.1
2018,c066,bonds,0.2482754798051252,3.263270624352979,0.32978709114143384,0.7776329196215647,-0.3260279803209159,0.1
2005,c066,others,0.633112677760697,2.3736699287283805,1.5574682347472548,0.27327335990591783,0.19715672521434366,0.04224599328025696
2006,c066,others,-0.477103145830181,-2.3895675232238593,2.064574784375846,0.6327371001644833,-0.15563843288379575,0.12336065757452168
2007,c066,others,1.1240875527624756,1.1173589305312455,1.8384347747705432,0.4591126042247029,-0.04836939945853745,0.12878075574443967
2008,c066,others,-0.18132328074734913,-1.7185067367933355,1.5117536839770382,0.38275528377833923,-0.11269892977552924,0.7095855439288794
2009,c066,others,0.8078120042904839,7.208155836998082,1.4069572531523769,0.3143315457762493,-0.25997965545198637,0.1
2010,c066,others,-0.5099080863557116,3.70942273086718,1.348932794427555,0.37053431296024925,-0.3443482519604836,0.3117499836337176
2011,c066,others,-0.12946359034267912,0.7548173302959663,1.5140673352816845,0.44600618836142586,-0.22577540887850467,0.3119202481596756
2012,c066,others,0.013703369781818927,1.2678077182978644,1.620877381966354,0.33032320872274146,-0.1594906304892243,0.33768496884735205
2013,c066,others,-0.06205595551623302,1.8255893413012643,1.7228816425501123,0.34826700109855296,-0.12898194459133075,0.4131700857185064
2014,c066,others,0.04751131944261476,2.273645379422787,1.8890123696389614,0.4817051308176652,-0.147264930446606,0.5142137225920891
2015,c066,others,-0.10316560574377072,5.715300688578899,1.84168501482097,0.47900783319001894,-0.2022447286889603,0.5731366532773489
