year,company,auwgr,lkpp,hlr_lag1,hlr_lag2,hlr_lag3,hlr_lag4,hlr_lag5,mer,der,oer,prem_write_net_lag1,claim_set_net_lag1,exp_management_lag1,exp_comm_incur_net_lag1,exp_other_lag1,prem_liab_diff_lag1,claim_liab_diff_lag1,uw_gain_lag1,class_bonds,class_cnstr_engr,class_cpr,class_fire,class_health,class_mac,class_mahl,class_motor,class_others,class_pa,class_prof_indm,class_pub_lia,class_wic
2010,c166,0.4624064516931915,-5.8770615732857685,-1.3783328509197943,-1.4336143085030277,-1.5067234331813595,-1.4639108152662477,-1.270599816645671,-0.26039065359142766,0.6408477425930371,-0.008868655039568076,2032952.0,-229964.0,-504154.0,1240774.0,-17171.0,174071.0,401806.0,3098314.0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,c166,1.2057587606245315,2.6850766439527636,-1.008419141903296,-1.3678974466855107,-1.4180013959108504,-1.4944207288371332,-1.4604796998490697,-0.2635607192290195,0.09671988075226735,-0.0065820973533843325,4339202.0,-1034205.0,-1089184.0,399702.0,-27201.0,-884614.0,302775.0,2006475.0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,c166,0.9855170828145698,-6.89300699106774,-0.9917409318333285,-1.0102369111279454,-1.359383749244525,-1.4129376058235743,-1.4916398608596164,-0.2511199333451076,0.3210573015630991,-0.006218964218054191,2485639.0,-780985.0,-594470.0,760031.0,-14722.0,724000.0,417588.0,2997081.0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,c166,0.6592788140861966,3.2578430742744082,-0.9540618520923647,-0.9931894273366935,-1.0102491836765812,-1.3568477180696294,-1.412242975693373,-0.25019560851007444,0.5629002629278098,-0.005612583937149724,2535677.0,-762970.0,-604205.0,1359365.0,-13554.0,-150321.0,134961.0,2498953.0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,c166,0.921205660077462,1.9057524779080177,-0.9758800122006182,-0.955350478983914,-0.9933288010592911,-1.0111809610033542,-1.3567813687830252,-0.2651804206747365,0.46474969699759133,-0.0063630505822248815,2737602.0,-709814.0,-691389.0,1211714.0,-16590.0,-113679.0,-613001.0,1804843.0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,c166,0.7894698764144789,2.6181045405842784,-0.9970921309462797,-0.9766051918846618,-0.955641103090628,-0.9940406663649706,-1.012279264952879,-0.2850803997538388,0.609403694184102,-0.0060038472876757735,2944412.0,-860016.0,-799423.0,1708891.0,-16836.0,-151322.0,-113297.0,2712409.0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,c166,0.8908817720217534,2.633895634355365,-1.024739144013959,-0.9974839345036997,-0.9767234127501153,-0.9562298002980968,-0.9948354683042154,-0.31501611286826575,0.5041317916802251,-0.011523255704552319,3082319.0,-960568.0,-924743.0,1479900.0,-33827.0,-47855.0,-161828.0,2433398.0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,c166,0.851034084167067,2.277848219326221,-1.1430571679428245,-1.024928353892972,-0.9975142462660038,-0.9770705560273448,-0.9568256933030675,-0.3250779317995292,0.6782894506624338,-0.006824303970995409,2771975.0,-1148600.0,-858198.0,1790668.0,-18016.0,276762.0,-345089.0,2469502.0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,c166,0.7402903642008198,4.406369661804683,-1.2177314605713965,-1.1430069657124637,-1.0249092899649486,-0.997712667240341,-0.9774410372776182,-0.3498836207021648,0.43686727826261096,-0.005106468193044523,2411941.0,-971080.0,-803713.0,1003522.0,-11730.0,117212.0,306492.0,2052644.0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,c166,-0.11475154473233294,1.1658363934442975,-1.4691700807583081,-1.2673819213407564,-1.0101545206571658,-0.7669778900222667,-0.643859031984887,-0.30404591763423605,0.4306505553082846,-0.0070006255760732055,263388.0,-76938.61538461539,-76268.61538461539,108026.84615384616,-1756.076923076923,-36091.46153846153,-112891.84615384619,67468.23076923077,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,c166,-0.37738895653554977,1.549396621078037,-1.397980070153252,-1.2673819213407564,-1.0101545206571658,-0.7669778900222667,-0.643859031984887,-0.335379562801807,-0.1438781868217457,-0.01354821122592035,38518.0,-24424.0,-12303.0,-5278.0,-497.0,1081.0,-1517.0,-4420.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,c166,-0.38352067649788596,1.0905259511575545,-1.4006119900158165,-1.240880686767913,-1.0101545206571658,-0.7669778900222666,-0.6438590319848869,-0.32482794218857536,-0.14591825930435703,-0.012674043093864154,37778.0,-39966.0,-11687.0,-5250.0,-456.0,1723.0,3601.0,-14257.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,c166,0.23050108932461874,1.0967595996154498,-1.5109855741579568,-1.269281990325596,-1.0179371049653503,-0.7669778900222667,-0.6438590319848869,-0.3369701969681345,-0.14699133752707022,-0.011369495720325874,19394.0,-382.0,-6224.0,-2715.0,-210.0,11582.0,-28883.0,-7438.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,c166,0.09394484560218844,2.667674067185865,-1.6336617915021834,-1.3750801994863642,-1.0780823856562816,-0.805968184622943,-0.6438590319848869,-0.2976143790849673,-0.10765359477124184,-0.009104575163398694,22950.0,-13070.0,-6505.0,-2353.0,-199.0,-1887.0,6354.0,5290.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,c166,0.21739604536202384,1.95231909160893,-1.467323989385008,-1.5025725377296424,-1.1960294166670902,-0.9012881860751918,-0.7073357206701802,-0.25775808955812407,-0.14700569288020307,-0.00877221085836804,40577.0,20336.0,-9961.0,-5681.0,-339.0,-9971.0,-31149.0,3812.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,c166,0.6028400305685393,2.6595775532891874,-1.506753831985827,-1.393673972444089,-1.3436210305166911,-1.0414453789172655,-0.83290782862315,-0.2731099156731608,-0.14701221285257343,-0.006812481826112242,55024.0,-18009.0,-14312.0,-7704.0,-357.0,-1680.0,-1000.0,11962.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,c166,0.2792176655375706,-19.456085753803595,-1.3773230432381267,-1.4590545426495216,-1.2865130559574485,-1.217177228225513,-0.997669532181609,-0.25468569498995863,-0.20999253558924413,-0.006307427088702082,56267.0,1037.0,-13648.0,-11253.0,-338.0,855.0,1000.0,33920.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,c166,0.8055566056927035,1.2783261296660118,-0.6908027515118494,-1.35244647819069,-1.3902370913018522,-1.197062635712825,-1.1980014407270427,-0.25137335784147985,0.32157690250634735,-0.005638359347624288,325334.0,5799.0,-77886.0,99638.0,-1747.0,-163299.0,-97000.0,90839.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,c166,0.38634082099696815,3.0543364106737343,-0.46927264586057704,-0.6913024593114061,-1.3106636944793784,-1.3356343050603456,-1.182690223369874,-0.26591992914274604,0.41190936536311645,-0.006381473420428709,555483.0,-55311.0,-140680.0,217913.0,-3376.0,-147556.0,21000.0,447473.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,c166,0.12621027724808562,1.354656794339282,-0.7438385207929094,-0.4701393702119145,-0.6841113075292722,-1.275640896860838,-1.332410543400315,-0.28418955686039254,0.42093657401516116,-0.0059850812291322025,495081.0,-91466.0,-133997.0,198474.0,-2822.0,13000.0,-287000.0,191270.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,c166,0.36189860444424116,1.0339299723357693,-1.187564935631555,-0.7438396345295577,-0.4680207682568833,-0.6748447239075397,-1.2721479181103632,-0.31451254455237965,0.4240820462645888,-0.011506045146411351,500815.0,-267268.0,-150012.0,202273.0,-5488.0,-8112.0,-209000.0,63208.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,c166,-0.14910228249450863,0.9268467975483292,-1.6480072814735733,-1.1871325111911037,-0.7425030345482075,-0.4647735707415803,-0.6705439758732992,-0.32522633864627143,0.7949210751163656,-0.006827891157876793,481027.0,-300969.0,-148993.0,364170.0,-3128.0,3976.0,-222000.0,174083.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,c166,-0.8833826344179572,0.7899425258832055,-1.8830230183968624,-1.6474558949848002,-1.1861514022439366,-0.7408500769694625,-0.4629097115286492,-0.3500246294276423,0.4777867066434111,-0.005108846990937377,795796.0,-216509.0,-265284.0,362115.0,-3872.0,-168901.0,-622000.0,-118655.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,c066,-0.7918194670882277,1.3045719267715337,-2.1615847826320125,-2.131949601280653,-2.096225406068636,-2.113745073410259,-2.158963865755814,-0.2294771090775913,-0.06495638575670774,-0.021964962608770792,6354205.076923077,-3819138.3846153845,-1388709.1538461538,-393091.6153846154,-132923.6923076923,-289395.84615384694,-762186.153846154,-431239.76923076925,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,c066,0.5510197893267854,0.6474914246842497,-2.7694218245328246,-2.131949601280653,-2.0962254060686365,-2.1137450734102585,-2.158963865755814,-0.15815794928273774,-0.10024314524985847,-0.0013662476836312002,3232430.0,-3753843.0,-486890.0,-308599.0,-4206.0,475000.0,-1713393.0,-2559501.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,c066,-0.2513841956558243,6.886320817799384,-2.98931036141184,-2.5935238352551306,-2.0962254060686365,-2.1137450734102585,-2.158963865755814,-0.19179752966456984,-0.1004549810958319,-0.026700514843443098,2935067.0,-4266985.0,-536132.0,-280802.0,-74636.0,1669444.0,2171324.0,1617280.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,c066,0.0508778542614326,0.9975529480309578,-2.8258243002246948,-2.827837774719392,-2.509655431101064,-2.113745073410259,-2.158963865755814,-0.1633050419597032,-0.10530091197700599,0.00722825595559342,3561274.0,-2807520.0,-553880.0,-357148.0,24516.0,29284.0,-791774.0,-895248.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,c066,0.12514813415453901,1.462515092869315,-2.569554083816987,-2.7407023683957177,-2.745842156101053,-2.506303770383234,-2.158963865755814,-0.17599789212511116,-0.08147748855489806,-0.021161563486922757,4098915.0,-2681251.0,-687048.0,-318066.0,-82609.0,-173547.0,52150.0,208544.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,c066,0.10385342995267972,1.7137578288914537,-2.4525397129292474,-2.535056050223352,-2.691469603754879,-2.736654889136014,-2.545374320675406,-0.2101903400598758,-0.07213431538121878,-0.023581136547446174,3954186.0,-3107540.0,-791554.0,-271650.0,-88804.0,269826.0,530395.0,494859.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,c066,0.0080593227538166,1.552574053382992,-2.1747268843889542,-2.435654824151099,-2.5117638229137413,-2.6863437926657694,-2.7677672547528887,-0.1949828817948272,-0.05388003055177426,-0.015794742740755145,4689744.0,-2484990.0,-870876.0,-240651.0,-70546.0,-598515.0,62880.0,487046.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,c066,-0.14445998939772942,1.3541625434912543,-2.0041129181631834,-2.172163273913593,-2.4229285420057325,-2.5106890621368403,-2.706757375137509,-0.17673955042077832,-0.07287581627703682,-0.016535368122788892,5473785.0,-2552526.0,-921366.0,-379911.0,-86201.0,-158439.0,-1331227.0,44115.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,c066,-0.18913593570193082,1.1150724989613308,-1.8204499397241936,-2.0054322298449727,-2.168379353562022,-2.422935353753672,-2.522806360063561,-0.1815737522473085,-0.06327841173447635,-0.015188016029854957,7402188.0,-2625352.0,-1280041.0,-446094.0,-107071.0,-1872904.0,-2140046.0,-1069320.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,c066,-0.1462163241203292,1.0852075359786668,-1.875114295788592,-1.8228589220137492,-2.004714590883571,-2.1696496023083776,-2.4305889529353624,-0.19671721482008198,-0.06535334284044493,-0.01896531110357744,8899303.0,-3856096.0,-1667282.0,-553904.0,-160741.0,-139324.0,-4205134.0,-1683178.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,c066,0.007676829178471646,1.2396693496205704,-1.8929128226999794,-1.8761669106729335,-1.8234002482446807,-2.005966814491816,-2.1738842831607643,-0.27150888905992027,-0.05967871281998032,-0.025339489343531592,10121599.0,-5049920.0,-2617242.0,-575280.0,-244263.0,-2195500.0,-919337.0,-1479943.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,c066,-0.04337984907153896,1.5440557451304588,-1.9363898500694814,-1.893458276003446,-1.8763149234737708,-1.8243915551549905,-2.0083117303007696,-0.2714253377001527,-0.05293333889824558,-0.03755339124115547,10182850.0,-5110971.0,-2632270.0,-513345.0,-364191.0,-545610.0,-938291.0,78172.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,c066,-0.050646981166921005,1.4416307215799948,-2.0919408727580127,-1.9366442819528695,-1.8935143983725702,-1.876815193434547,-1.8255657236501666,-0.29939997619971703,-0.050735903193515744,-0.01707110295644626,8999893.0,-5570367.0,-2566255.0,-434874.0,-146322.0,-31553.0,-640936.0,-390414.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,c066,-0.30982445103361683,1.4332359682793931,-2.198067356106089,-2.0919309108684505,-1.9366361477073595,-1.893789423478081,-1.8774841290788682,-0.2832629824800142,-0.049855165422350335,-0.037453277386962205,9053432.0,-5781438.0,-2442383.0,-429867.0,-322934.0,-490308.0,-45031.0,-458529.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,c066,0.3458278297075712,2.768061545153493,-0.4401896070434434,-0.4301657348689696,-0.412781613567386,-0.39761308494095166,-0.349444821418973,-0.16841906960672764,-0.27616752599138344,-0.0,2805900.3076923075,-828833.0769230769,-450063.92307692306,-737998.6153846154,-0.0,-137740.153846154,-47096.5384615385,604168.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,c066,0.3826802149869172,4.729009879313647,-0.3512541312292905,-0.4301657348689696,-0.41278161356738596,-0.39761308494095166,-0.349444821418973,-0.20317905820364549,-0.2616679277384185,-0.0,691211.0,-109136.0,-133752.0,-172255.0,-0.0,-60720.0,23692.0,239040.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,c066,0.17535091333305428,7.177507541478129,-0.3094797822227526,-0.37057864381615463,-0.41278161356738585,-0.3976130849409516,-0.349444821418973,-0.23917287242193008,-0.2627225644325948,-0.0,685251.0,-44667.0,-156089.0,-171458.0,-0.0,77962.0,-128767.0,262232.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,c066,0.22871438194404992,2.4295418049459374,-0.25373504946887415,-0.3347151358357673,-0.3650376520666982,-0.3976130849409516,-0.349444821418973,-0.18172992396785986,-0.25197136071312903,-0.0,907774.0,-109873.0,-157114.0,-217841.0,-0.0,-328301.0,64534.0,159179.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,c066,0.4227315782967355,2.723090538505661,-0.1983521021256306,-0.2807869615810861,-0.33466172242218944,-0.3558574754637042,-0.349444821418973,-0.14917169413606593,-0.2750869124464083,-0.0,2710774.0,-351657.0,-385115.0,-710189.0,-0.0,-581737.0,-62083.0,619993.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,c066,0.23786115751057976,4.788794030589422,-0.22706785579640087,-0.21384759888066698,-0.2855860358720648,-0.3290923935401504,-0.3156886162489362,-0.11091539008549672,-0.27595456896082277,-0.0,2515769.0,-596749.0,-265750.0,-661179.0,-0.0,36139.0,35265.0,1063495.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011,c066,0.11483989992240688,2.7337448863008147,-0.2516169485401708,-0.23453039654480143,-0.21869519521220526,-0.2838323920368003,-0.29653059733072823,-0.12420216057496694,-0.29195511407528446,-0.0,3708735.0,-786687.0,-438698.0,-1031223.0,-0.0,-392855.0,-177108.0,882164.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,c066,0.205788576166711,2.0555338021879748,-0.318368331376523,-0.2548861521756571,-0.23680203765750493,-0.21937042028613093,-0.26041814953265535,-0.1335495153178807,-0.28505237312811427,-0.0,3364989.0,-1011176.0,-427993.0,-913522.0,-0.0,-474886.0,-150977.0,386435.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,c066,0.18720379663916056,2.5005814817791707,-0.3734642233068583,-0.3195171093694588,-0.2558085501119679,-0.23695837015711987,-0.20900186881565674,-0.1273510792778929,-0.28666858196950973,-0.0,3515545.0,-960549.0,-426389.0,-959806.0,-0.0,-176242.0,-269100.0,723459.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,c066,0.17455451620975587,2.364905853861459,-0.4501450392112292,-0.3737618646924456,-0.3196200357503749,-0.2557651868410951,-0.23093194220052898,-0.1427900372584216,-0.2666536717626326,-0.0,3666822.0,-1208439.0,-498653.0,-931211.0,-0.0,-94451.0,-247625.0,686443.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,c066,0.29967674495477437,2.590861118424961,-0.5365647967599677,-0.4499779563262707,-0.373592710555924,-0.3193442904080983,-0.2526192410217385,-0.19134859269357896,-0.27009850352321996,-0.0,3532564.0,-1563617.0,-643763.0,-908705.0,-0.0,186442.0,13704.0,616625.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,c066,0.1372548604648333,3.8754591795991162,-0.5317611163532546,-0.5361995264953596,-0.44966868314635366,-0.37329296126792005,-0.3173577917894696,-0.19431736519234322,-0.2700864159901779,-0.0,3494145.0,-1067935.0,-646641.0,-898782.0,-0.0,35017.0,131310.0,1047114.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,c066,0.16632500036511022,2.546137276904487,-0.542806575960204,-0.5315307173276337,-0.5358498297532301,-0.4493670806815184,-0.37202117714928246,-0.225334824085748,-0.26815818182876333,-0.0,3780194.0,-1523039.0,-811247.0,-965419.0,-0.0,-116156.0,154517.0,518850.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,c066,0.015568846640067286,2.908821045837659,-0.536039789374279,-0.5426447975696435,-0.5313063337912735,-0.5355703028630857,-0.44853019434269203,-0.2312642344945376,-0.2831235294705441,-0.0,3902931.0,-1441306.0,-859627.0,-1052392.0,-0.0,99166.0,383.0,649155.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,c066,-0.2937116254400391,2.9978431880233845,-0.3631523051719819,-0.3804818614479766,-0.38104561804119874,-0.36213597250854107,-0.3538765195267764,-0.3261504389085301,-0.06582169268942696,-0.0,1902402.6923076923,-484668.3076923077,-590923.3076923077,-119256.53846153847,-0.0,-142522.84615384624,-7399.307692307688,557632.3846153846,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,c066,0.46986448191552965,1.0804996348311662,-0.5003470471939966,-0.3804818614479766,-0.38104561804119874,-0.36213597250854107,-0.3538765195267764,-0.35140671010056423,-0.03521784056234446,-0.0,1236822.0,-510567.0,-413931.0,-41484.0,-0.0,-481876.0,-152233.0,-363269.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,c066,0.4726836734794449,27.597035447198095,-0.5974716803339877,-0.4784380819260586,-0.38104561804119874,-0.36213597250854107,-0.3538765195267764,-0.4438878330230546,-0.07470689596508027,-0.0,822916.0,-242427.0,-347888.0,-58550.0,-0.0,341781.0,-129173.0,386659.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,c066,0.4525039151950052,7.462968820106949,-0.46534289632378073,-0.5646951797715587,-0.46578716580720253,-0.362135972508541,-0.3538765195267764,-0.30583419490978336,-0.10715326927606882,-0.0,1014613.0,-27680.0,-295527.0,-103542.0,-0.0,-294852.0,186579.0,479591.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,c066,0.4819080915025978,4.929697871401053,-0.36728824935491255,-0.45878955140707534,-0.5464914075430238,-0.4471067059462095,-0.3538765195267764,-0.17955194710790848,-0.18232414440797284,-0.0,1630187.0,-305393.0,-278765.0,-283069.0,-0.0,-131774.0,106480.0,737666.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,c066,0.13825757782015358,5.1905557911895075,-0.30280470901231804,-0.36991489222711843,-0.45358068179445454,-0.5281266174737268,-0.43931151967992776,-0.18686615566037737,-0.1548398725902379,-0.0,1872384.0,-276257.0,-333224.0,-276114.0,-0.0,-58939.0,-25533.0,902317.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,c066,0.13798753546229187,1.9254148367230757,-0.3323177796765753,-0.3066109070294472,-0.37044369535036503,-0.44399889271241105,-0.5206508137662845,-0.19974023647438194,-0.15975228126882,-0.0,1836478.0,-468579.0,-349351.0,-279411.0,-0.0,-405806.0,-79424.0,253907.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,c066,0.45318505768081163,2.1304056265015627,-0.3790501787829907,-0.33399046456280335,-0.3083482725106597,-0.3665773251663992,-0.43981584932727924,-0.30975295761198257,-0.10249624219703267,-0.0,1979215.0,-720580.0,-583874.0,-193202.0,-0.0,-258769.0,50317.0,273107.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,c066,0.4155885143889104,3.7204992065820566,-0.31998005186984446,-0.3794465870979,-0.3346778518866455,-0.30683610019312707,-0.3647139196590467,-0.21397132706143718,-0.07796417048590944,-0.0,2358670.0,-452986.0,-480655.0,-175135.0,-0.0,-251034.0,70054.0,1068914.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,c066,0.23339415232896543,3.957386769419854,-0.3052085557363813,-0.32068458886472073,-0.379480006865856,-0.3335522395910283,-0.3060094788573043,-0.2899211735579298,-0.0583842803740122,-0.0,2382703.0,-610333.0,-657901.0,-132488.0,-0.0,-34206.0,42449.0,990224.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,c066,0.1923206099563217,2.592248384683973,-0.3453970860756736,-0.30571620067290955,-0.3210037791513657,-0.37858307816881626,-0.3329694038608218,-0.3457089597098946,-0.0541734030123131,-0.0,2453729.0,-654916.0,-807882.0,-126597.0,-0.0,6494.0,-298142.0,572686.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,c066,0.37595449333396297,2.4704787050831634,-0.4069610349852248,-0.34559202033676634,-0.30596086054108884,-0.32062667162958625,-0.378148162404064,-0.41537838225899426,-0.007666134647358598,-0.0,2402795.0,-993222.0,-950542.0,-17543.0,-0.0,-83117.0,103736.0,462107.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,c066,0.2599265820490141,5.127440148195513,-0.39667443263447266,-0.40696409548947965,-0.345666893325209,-0.30575216110580744,-0.32042483305164043,-0.4275250775858947,-0.02294215707355496,-0.0,2181131.0,-718682.0,-888084.0,-47657.0,-0.0,138297.0,155001.0,820006.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,c066,0.2482754798051252,3.263270624352979,-0.3298427280818983,-0.3966903874614806,-0.4069337528582664,-0.3454941672336588,-0.30563614752113544,-0.5309822620167589,0.0756682510337585,-0.0,2559592.0,-319066.0,-1294379.0,184457.0,-0.0,-338996.0,-126302.0,665306.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,c066,1.491859706987804,18.29948107733148,-0.7603070162649513,-0.8633234031522102,-0.8199996495490863,-0.7467512273015651,-0.6374278350726669,-2.003892267295726,0.954503077744018,-0.0,105521.84615384616,-11994.461538461539,-201385.15384615384,95924.69230769231,-0.0,5856.153846153844,371.9230769230635,-5705.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,c066,-2.5983277770844846,-1.2977627354851553,-0.7586580575976434,-0.8633234031522102,-0.8199996495490863,-0.7467512273015651,-0.6374278350726669,-0.6035768389967017,0.31094481092275833,-0.0,104296.0,-10580.0,-59953.0,30886.0,-0.0,141444.0,-50498.0,155595.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,c066,-1.0113227491716301,2.890646740530791,-1.0272645101425033,-0.8119309564439189,-0.8199996495490863,-0.7467512273015651,-0.6374278350726669,-4.843069545219546,1.4280658905745816,-0.0,56093.0,-69920.0,-258726.0,76290.0,-0.0,1062.0,49453.0,-145748.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,c066,-0.41041277743206805,14.217630057803468,-0.8529840222469774,-1.029559736188527,-0.7923674960295,-0.7467512273015651,-0.6374278350726669,-3.8481359136462507,1.8100989978248938,-0.0,49193.0,-16089.0,-180287.0,84804.0,-0.0,-520.0,13149.0,-49750.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,c066,0.9475294249314506,1.7291965566714491,-0.7884657737955065,-0.8716921716114049,-1.0008116513374483,-0.7513238143885494,-0.6374278350726669,-2.621667703795893,1.7479527069072807,-0.0,48210.0,-18580.0,-120372.0,80256.0,-0.0,-2758.0,-6542.0,-19786.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,c066,0.1707196438875608,3.5586458679057418,-0.733817535326263,-0.8063667452633259,-0.8580575472346986,-0.9636056109253632,-0.6884419490268946,-1.6206832553020836,1.860645203409748,-0.0,53611.0,-19529.0,-82749.0,95001.0,-0.0,6162.0,-1698.0,50798.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,c066,0.1614163637958082,3.7033682710898543,-0.5225630180296146,-0.7485519441153805,-0.7987908810863606,-0.8335827463750725,-0.917181296394857,-2.2222302365839584,1.6350115406809003,-0.0,72786.0,-4189.0,-154045.0,113339.0,-0.0,-18041.0,2576.0,12426.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,c066,0.003388696716044819,22.325212094844463,-0.344570233941046,-0.537519961374988,-0.7447623818855893,-0.7819412999690339,-0.7986377231862404,-2.0012501339777256,1.1677693439476171,-0.0,102629.0,-2473.0,-195606.0,114140.0,-0.0,-1919.0,-205.0,16566.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,c066,-1.0659830279477176,5.36543093270366,-0.2394889607844594,-0.35548821919428863,-0.5383442043148059,-0.7337855885265671,-0.7563692366463162,-1.8955506852208814,1.0448060521243168,-0.0,113613.0,-0.0,-205104.0,113051.0,-0.0,-21193.0,18.0,385.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,c066,-0.15104550236717518,0.8469361516109954,-0.6945721073918139,-0.2466372218671533,-0.3574223461729324,-0.533132255983982,-0.716114686820124,-1.7832051827000441,0.8536858804062364,-0.0,131746.0,-3750.0,-223743.0,107114.0,-0.0,3583.0,-155389.0,-140439.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,c066,-0.4777223741354351,4.845626891827306,-0.9416399314914164,-0.6963481597694772,-0.24824849119688147,-0.35528710908881966,-0.5222149850308568,-1.560238690163072,0.5683311415044714,-0.0,152080.0,-10009.0,-225982.0,82316.0,-0.0,-4842.0,-16534.0,-22971.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016,c066,-0.04022071008431417,43.383191747572816,-1.0661892182785822,-0.9419394798116137,-0.696072715232375,-0.2472788656399984,-0.3492418434223724,-2.2515252708212405,0.7241196998412488,-0.0,142991.0,-0.0,-306617.0,98612.0,-0.0,-4874.0,1578.0,-68310.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,c066,0.7992157735198421,15.465734134434848,-1.0926847008034517,-1.066149537003467,-0.9414049528698234,-0.6949234635482371,-0.2438046740053398,-1.7239041889997027,0.6995644678616738,-0.0,164741.0,-0.0,-270474.0,109759.0,-0.0,-5946.0,-4706.0,-6626.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,c066,0.0033214384960455917,-1.1466810377815762,-0.6946884645674578,-1.0926313564519525,-1.0656964444977517,-0.940557034447297,-0.6929676408910874,-1.9525929530854584,0.8260833171111543,-0.0,179795.0,-809.0,-334349.0,141453.0,-0.0,-16028.0,173633.0,143695.0,0,0,0,0,0,0,0,0,0,0,1,0,0
