year,company,auwgr,lkpp,hlr_lag1,hlr_lag2,hlr_lag3,hlr_lag4,hlr_lag5,mer,der,oer,prem_write_net_lag1,claim_set_net_lag1,exp_management_lag1,exp_comm_incur_net_lag1,exp_other_lag1,prem_liab_diff_lag1,claim_liab_diff_lag1,uw_gain_lag1,class_bonds,class_cnstr_engr,class_cpr,class_fire,class_health,class_mac,class_mahl,class_motor,class_others,class_pa,class_prof_indm,class_pub_lia,class_wic
2013,c015,-0.6742804233759241,-0.8161131437498073,-0.5489481313429153,-0.4759336920666292,-0.45586149861666986,-0.36197673109939077,-0.6178776450666812,-0.04322283945856007,-0.3607207812753338,-0.0,3176345.0,-872632.0,-130753.0,-1091213.0,-0.0,2618385.0,2146287.0,5846419.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,c015,2.0727205138292004,0.871314981332624,-0.8942109520494097,-0.5503662629023799,-0.46759693224468657,-0.4703739183979094,-0.4074102901244382,-0.08242630265748618,-0.47049302841439106,-0.0,5207854.0,-7502194.0,-408823.0,-2333580.0,-0.0,993256.0,531933.0,-3511554.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,c015,1.6553608378429572,-0.669964709997066,-0.6469297064051213,-0.8841745570490439,-0.5402695848031156,-0.47580618285979204,-0.4984959379561163,-0.10759368946090984,-0.3332964995880559,-0.0,3233448.0,1875832.0,-331332.0,-1026378.0,-0.0,2112478.0,837986.0,6702034.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,c015,-7.6787583143286815,-0.6081070786121626,-0.5123121332357171,-0.645247703863611,-0.8669244141294716,-0.5446742191704043,-0.4929004543666625,-0.675470603326532,-0.36307010676839196,-0.0,1668284.0,1466017.0,-1073216.0,-576861.0,-0.0,1216357.0,61031.0,2761612.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,c015,0.6067067495100589,0.14058468852767705,-1.071500454239552,-0.5138311798293052,-0.6370576950425949,-0.8613767364529494,-0.5571522328741293,-1.169492134947226,-0.4743964248138997,-0.0,504701.0,-2798398.0,-562137.0,-228027.0,-0.0,423908.0,-1215524.0,-3875477.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,c015,0.20266893584709078,44.68970907074068,-1.2699364874839105,-1.0612990441654278,-0.5094210973464031,-0.6375864298094289,-0.8628736551580644,-0.16075941155166637,-0.22870315942915231,-0.0,886331.0,-1179544.0,-135701.0,-193054.0,-0.0,143393.0,1016318.0,537743.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,c015,-0.06778908107156292,1.6722114114572268,-1.1302698611436701,-0.9389666173122515,-0.8606566211251916,-0.5679239723086654,-0.41454904560273803,-0.12186605098952985,-0.21764786656613866,-0.0,2279814.4444444445,-966741.1111111111,-264601.8888888889,-472568.3333333333,-0.0,-41708.888888888876,-354903.0,179291.22222222222,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,c015,0.5663969467355937,1.194999593501767,-1.0535436327361283,-0.9389666173122515,-0.8606566211251916,-0.5679239723086654,-0.41454904560273803,-0.040192613995629865,-0.20232453437277392,-0.0,249878.0,-0.0,-9565.0,-48149.0,-0.0,-65032.0,-144071.0,-16939.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,c015,0.2868073096656489,4.9993105761347545,-0.9943201012964488,-0.9093376559273172,-0.8606566211251916,-0.5679239723086654,-0.41454904560273803,-0.047368832998512876,-0.1978854131336586,-0.0,268303.0,-0.0,-12104.0,-50565.0,-0.0,13341.0,-67009.0,151966.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,c015,0.872968106130708,2.2570445338575866,-0.34016318870603257,-0.888397605910564,-0.8435744639424899,-0.5679239723086654,-0.41454904560273803,-0.04831655278734703,-0.23532563365080716,-0.0,6252379.0,-0.0,-287708.0,-1401281.0,-0.0,-1522484.0,-1247678.0,1793228.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,c015,0.2686027527026453,-7.810226841689622,-0.32024375553647233,-0.36468593742671723,-0.8335592502412528,-0.5689116346278283,-0.41454904560273803,-0.030963497913742824,-0.23685910762770176,-0.0,5024069.0,-0.0,-148155.0,-1133330.0,-0.0,755087.0,-111819.0,4385852.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,c015,0.22992057897543408,2.314505983353295,-0.5108268211264272,-0.3333723370350677,-0.3809587942791618,-0.5816977628296643,-0.4225449413281397,-0.08072251838139988,-0.23358406607503218,-0.0,2989571.0,-418961.0,-229834.0,-665063.0,-0.0,-92146.0,-780560.0,803007.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,c015,-2.0920066594043534,1.9538623613671984,-0.7905005368992977,-0.5153273487302035,-0.34277286100036863,-0.331507613811372,-0.44419637349526114,-0.0996093321986603,-0.17157694288406614,-0.0,2190352.0,-1615519.0,-207790.0,-357918.0,-0.0,-49122.0,543604.0,503607.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,c015,-0.11652932783240606,0.3972146884445003,-1.4775616865849317,-0.7887982270941353,-0.5181878425472819,-0.3173019553731561,-0.29891946168459455,-0.4602517830349619,-0.1429484307236964,-0.0,1702855.0,-4911573.0,-746421.0,-231829.0,-0.0,137573.0,487011.0,-3562384.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,c015,-2.497097134708107,4.992407216181741,-1.6445883830635888,-1.4666109269508452,-0.7867363042418846,-0.49754143904063386,-0.29995411214364204,-0.7314055016646573,-0.2306309106394275,-0.0,904090.0,-202378.0,-629768.0,-198582.0,-0.0,544610.0,-523325.0,-105353.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,c015,0.47972563526267475,0.3123061906320777,-2.320235946301606,-1.6333283814296338,-1.4569049482930934,-0.768039278207613,-0.483185528506256,-0.12336841251322275,-0.18649844742873062,-0.0,936833.0,-1552239.0,-110072.0,-166398.0,-0.0,-97207.0,-1350280.0,-2339363.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,c015,0.8327881287630967,2.589539130082151,-0.8968810708919457,-0.8599450747701229,-0.8203950776830622,-0.8998779241028706,-0.8309281503380268,-0.1398293371049619,-0.1935102602967685,-0.0,151658.625,-19775.75,-20196.5,-27950.0,-0.0,-8759.875,-30030.25,44946.25,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,c015,-0.7094445091417259,-8.808795656783063,-0.34271457045941667,-0.8599450747701228,-0.8203950776830622,-0.8998779241028703,-0.8309281503380268,-0.0778858461976084,-0.21688566020808944,-0.0,274209.0,-1502.0,-20340.0,-56640.0,-0.0,10075.0,22556.0,228358.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,c015,0.5679561973567974,0.6627491703093535,-0.9180924893708179,-0.4242636560597851,-0.8203950776830622,-0.8998779241028703,-0.8309281503380268,-0.04059995553532295,-0.1700069873063934,-0.0,283371.0,-76319.0,-10957.0,-45881.0,-0.0,-48195.0,-303055.0,-201036.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,c015,0.5361799143911885,3.292469402447804,-0.9114135785893305,-0.9086318758552953,-0.4604818900103556,-0.8998779241028703,-0.8309281503380268,-0.0367629951631666,-0.09797342802914345,-0.0,114331.0,2069.0,-4003.0,-10668.0,-0.0,-46241.0,9447.0,64935.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,c015,2.117019249094721,4.189613182781415,-0.9198235492534715,-0.904557714114818,-0.8949835032853756,-0.5197042415527137,-0.8309281503380268,-0.08060703743686917,-0.15578425673584323,-0.0,132463.0,-14797.0,-10169.0,-19653.0,-0.0,-14795.0,-2025.0,71024.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,c015,0.37332171341044734,-0.767834930855345,-1.0754321893892664,-0.9144846504498751,-0.8940524365628247,-0.9151518492516758,-0.5263213267693524,-0.069199542595769,-0.12541166380789023,-0.0,52470.0,-0.0,-3458.0,-6267.0,-0.0,56902.0,11433.0,111080.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,c015,-0.03879038996417412,9.495461156527409,-0.7999234817906866,-1.064227221155579,-0.9064333771471763,-0.910030436310489,-0.891105772811777,-0.2951180478529552,-0.25231500554587233,-0.0,189330.0,-6010.0,-53214.0,-45496.0,-0.0,-41536.0,27607.0,70681.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,c015,0.2247265703391531,5.355995586071604,-0.9262634687812473,-0.8002266726065506,-1.0521723747266805,-0.9179373714980419,-0.8910126974092235,-0.6368480089736399,-0.2578399166733435,-0.0,87367.0,-31143.0,-52990.0,-21454.0,-0.0,16884.0,-2053.0,-3389.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,c015,-0.20724152663058956,2.10758941552777,-1.0476084645672497,-0.9241705891920529,-0.798497825632139,-1.0598830387289968,-0.9034355706014344,-0.08482653521974715,-0.2310110626128838,-0.0,79728.0,-30504.0,-6441.0,-17541.0,-0.0,-3173.0,-4152.0,17917.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008,c015,0.02896736734343125,8.353722536095418,-0.6181666250860417,-0.622197780201344,-0.6475938986531298,-0.5790886467853784,-0.6585898047778137,-0.06416075770919813,-0.1693668523266614,-0.0,142580.14285714287,343.7142857142857,-8712.42857142857,-22998.428571428572,-0.0,-12082.71428571429,-5328.857142857145,93801.42857142857,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,c015,0.45040707398661944,1.3887636368353462,-0.26196407502643676,-0.622197780201344,-0.6475938986531298,-0.5790886467853784,-0.6585898047778137,-0.0768886887904172,-0.18662739215232063,-0.0,535292.0,-0.0,-39198.0,-95143.0,-0.0,-279076.0,-106369.0,15506.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,c015,81.66929547844374,1.9250683618026208,-0.5855275434356703,-0.30504939188247737,-0.6475938986531298,-0.5790886467853784,-0.6585898047778137,-0.040056818181818186,0.008419421487603307,-0.0,162624.0,-0.0,-6204.0,1304.0,-0.0,47717.0,-132194.0,73247.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,c015,0.45085635096108073,-0.012389426647038132,-0.8985294377095396,-0.5891564762125038,-0.34374699555009824,-0.5790886467853784,-0.6585898047778137,-0.04250788643533124,-0.004416403785488959,-0.0,1902.0,-0.0,-77.0,-8.0,-0.0,59398.0,94120.0,155335.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,c015,2.8728391133736344,3.861557629853551,-0.6403266830464791,-0.8747011683848135,-0.5978554305718463,-0.3508080778636414,-0.6585898047778137,-0.04834627468819092,-0.25634355594579444,-0.0,189058.0,-0.0,-8705.0,-46156.0,-0.0,-117563.0,68604.0,85238.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,c015,2.7501179763396415,-0.4794691210495538,-0.8319791216908171,-0.6396100508604294,-0.862469255998816,-0.5807744930550025,-0.39681923241825795,-0.034855233853006685,-0.1885857461024499,-0.0,18858.0,2406.0,-626.0,-3387.0,-0.0,62485.0,-25560.0,54176.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,c015,3.6054928309205514,-0.49480659602563687,-0.7006727019596025,-0.8217654553072856,-0.6426898486532032,-0.8219798629875813,-0.6078992459601886,-0.08061282606219389,-0.20380453354596195,-0.0,61453.0,-0.0,-4718.0,-11928.0,-0.0,61941.0,62255.0,169003.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,c015,19.995360262008735,-0.35057855052755554,-0.670918323148692,-0.6977870857183055,-0.8168660889272744,-0.6292290949146844,-0.8391730811254486,-0.05305638290503567,-0.20622532382073838,-0.0,28874.0,-0.0,-1459.0,-5671.0,-0.0,80519.0,1842.0,104105.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,c015,0.6799785867237688,1.4020506228173895,-0.6088789846705254,-0.019250535331905783,-0.019250535331905783,-0.019250535331905783,-0.019250535331905783,-0.04656576131324052,-0.32715214497422207,-0.0,203953.5,-557.5,-9045.0,-63546.5,-0.0,-13371.0,-131539.5,-14106.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,c015,-0.1660183772739731,7.055446442060735,-0.45813830845226433,-0.019250535331905783,-0.6322733409174518,-0.6322733409174518,-0.6322733409174518,-0.04083083511777302,-0.14637044967880086,-0.0,46700.0,-0.0,-1816.0,-6510.0,-0.0,-5687.0,-932.0,31755.0,0,0,0,0,1,0,0,0,0,0,0,0,0
