year,company,auwgr,lkpp,hlr_lag1,hlr_lag2,hlr_lag3,hlr_lag4,hlr_lag5,mer,der,oer,prem_write_net_lag1,claim_set_net_lag1,exp_management_lag1,exp_comm_incur_net_lag1,exp_other_lag1,prem_liab_diff_lag1,claim_liab_diff_lag1,uw_gain_lag1,class_bonds,class_cnstr_engr,class_cpr,class_fire,class_health,class_mac,class_mahl,class_motor,class_others,class_pa,class_prof_indm,class_pub_lia,class_wic
2013,c048,1.0429804779026999,1.830473551219359,-2.186157207638125,-2.3435183733962157,-2.28299317820582,-2.3336645870703903,-2.2777455324404765,-0.20627670976157958,-0.09630653527923912,-0.0585180331081619,816415.0,-234592.0,-160388.0,-74882.0,-45500.0,-118895.0,-92526.0,89632.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,c048,0.3862791825941387,-2.5433427880786375,-1.9438416432035963,-2.1845151906076037,-2.3390711432129603,-2.280347524401394,-2.339866507846648,-0.2187715115272944,-0.07938546734093488,-0.06955602130482434,728098.0,-120881.0,-151702.0,-55048.0,-48232.0,20800.0,386357.0,759392.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,c048,-0.20483782505910164,7.810412133956548,-1.7828497221590454,-1.944154463798946,-2.1828835409996437,-2.3370378919637167,-2.2846542165825814,-0.2588977256369656,-0.17201769748732468,-0.07905550757321306,750276.0,-139879.0,-184995.0,-122915.0,-56489.0,36206.0,7612.0,289816.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,c048,0.10100651453600054,1.3372353770308274,-1.858225841392763,-1.7836208958647068,-1.9439727959233908,-2.1822118646342568,-2.339681551601611,-0.2478695035460993,-0.1955882742316785,-0.03641985815602837,793125.0,-279214.0,-187230.0,-147739.0,-27510.0,-2370.0,-311524.0,-162462.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,c048,0.462346271933586,2.774347588520944,-1.9755618677818738,-1.8585454859758992,-1.7838678656271858,-1.944016070836979,-2.183985250264694,-0.25520427792949546,-0.23228058690463146,-0.07799093762439269,721003.0,-161644.0,-175241.0,-159500.0,-53554.0,35868.0,-134106.0,72826.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,c048,-0.6011416269171136,-14.071037811745777,-1.9850208736095554,-1.9755986225279838,-1.858594791458014,-1.784096236671548,-1.9454035398593965,-0.3830002915901958,-0.2028629440318348,-0.05329454040239447,699612.0,-260472.0,-255192.0,-135167.0,-35510.0,19953.0,290239.0,323463.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,c048,0.23469934668926457,5.104183927673688,-0.30172282871858086,-0.3032157375230489,-0.3147882706060649,-0.20033066505008199,-0.21393314661801222,-0.29336746709512707,6.239820398820268e-05,-0.04763178456662412,139796.92307692306,-26577.153846153848,-39058.92307692308,8.307692307692308,-6341.692307692308,-46.30769230768783,-765.2307692307695,67015.92307692308,0,0,0,0,0,0,0,0,0,1,0,0,0
2006,c048,0.5487818223420448,-14.283674736188702,-0.17965714278489023,-0.3032157375230489,-0.3147882706060649,-0.20033066505008199,-0.21393314661801222,-0.4804115423058537,-0.3966646386510799,-0.0,69033.0,-217.0,-31585.0,-26079.0,-0.0,-344.0,5394.0,16202.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,c048,0.37928386291638666,1.9096280253809035,-0.3610608215849304,-0.21537317706681908,-0.3147882706060649,-0.20033066505008199,-0.2139331466180122,-0.34976671077109805,0.4258329271083079,-0.0,100519.0,-1913.0,-33484.0,40766.0,-0.0,2466.0,-53191.0,55163.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,c048,0.2979847914273667,2.4777373421586106,-0.37864314883388833,-0.48862361409302185,-0.3522420291323511,-0.15793648240366276,-0.2139331466180122,-0.37537556926837923,-0.006644914535812157,-0.038130631074660415,101446.0,-5670.0,-36267.0,-642.0,-3684.0,-23986.0,-11287.0,19910.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,c048,0.4708067970075368,2.943590841001498,-0.33731728102535,-0.3733065046918938,-0.47928226214746034,-0.2905728019530266,-0.17073028797046252,-0.23262682292045306,-0.08176861450775695,-0.0660133474853512,137554.0,-21149.0,-30475.0,-10712.0,-8648.0,-20720.0,-4861.0,40989.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,c048,0.592709185922055,6.025168403766882,-0.2767305599130771,-0.33601602614709647,-0.3726318446554247,-0.42710259144603896,-0.2947030029986686,-0.22265595016269435,-0.136248574686431,-0.022479350335122508,179785.0,-23303.0,-38124.0,-23329.0,-3849.0,-10742.0,4206.0,84644.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,c048,0.629795075101904,0.5517906904737331,-0.5387843831946961,-0.12915078364462057,-0.14671250870452957,-0.14699100173770696,-0.17696211133796713,-0.41799281746254424,0.28676000224454296,-0.08585517086583244,106926.0,-186446.0,-42566.0,29202.0,-8743.0,2771.0,-10105.0,-108961.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,c048,0.051861619830619016,-6.405477325645859,-0.382584123657945,-0.42238635752521186,-0.5379248349114514,-0.1286120146798468,-0.14551098622705502,-0.65189022173755,0.8805888767720829,-0.059342057433660486,115542.0,-16170.0,-71734.0,96900.0,-6530.0,30620.0,3588.0,152216.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2006,c048,-0.05116398055768739,-0.45526146473498547,-2.4629674385453235,-2.3271847230347382,-2.260225358336325,-2.1860759264292833,-2.139657008137501,-0.4804312865497076,0.15867690058479533,-0.0,20520.0,-1314.0,-9389.0,3101.0,-0.0,-12776.0,59163.0,59305.0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,c048,-0.43979905415600906,1.915526405066154,-1.8680104314728965,-2.4410031975405286,-2.260225358336325,-2.1860759264292833,-2.1396570081375006,-0.34977271385559955,-0.19947458527658068,-0.006322687289686523,50817.0,-2030.0,-16928.0,-9654.0,-306.0,1501.0,-26000.0,-2600.0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,c048,1.2563348557842708,-0.1284648552460475,-2.9335146101287677,-2.5669155685603338,-1.560479580253047,-1.9156790347331039,-2.2716761498522984,-0.1637932871603623,0.33855087906233355,-0.019131592967501332,9385.0,-12945.0,-1464.0,3026.0,-171.0,-1000.0,87000.0,83831.0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,c048,1.8681387616837086,-17.149141630901287,-2.8434542148662567,-2.919112814414312,-2.5556120160958895,-1.5650696426555377,-1.9115516716700078,-0.14275480197710066,0.3785334417818933,-0.027854595507726964,15983.0,-3645.0,-2173.0,5762.0,-424.0,-747.0,5324.0,20080.0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,c048,-0.39244568362354676,-0.8676790768560854,-2.4281116739299295,-2.8339474582103534,-2.902197010817546,-2.5424624848313684,-1.5692942121841413,-0.13285552976601217,-0.13364594442004896,-0.0320776613763252,15941.0,-100.0,-2017.0,-2029.0,-487.0,217.0,18255.0,29780.0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,c048,-0.2562379644689405,2.5776056792513713,-0.3937411308771718,-0.6403837785191786,-0.5478841870824054,-0.3644104361196801,-0.3644104361196801,-0.3497809213820731,0.861899098647972,-0.0,7988.0,-162.0,-2661.0,6557.0,-0.0,849.0,-3786.0,8785.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018,c048,-0.4221305389298881,1.5140121698814615,-0.36457117522210797,-0.7095257203257125,-0.5478841870824054,-0.5782373792872721,-0.5782373792872721,-0.4935315204223959,-0.12721683019705693,-0.0047800061776359926,828796.0,-35212.0,-389559.0,-100416.0,-3773.0,-247892.0,-264313.0,-212369.0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,c035,-0.8686001083093103,1.0656074913420204,-2.676421350915928,-2.6393753376212583,-2.603922742967385,-2.616607574165489,-2.686868424585874,-0.18951967287611962,-0.09010751278571642,-0.0,8253692.75,-5564489.083333333,-1489749.6666666667,-708304.5,-0.0,-699621.416666667,-1481417.583333332,-1689889.5,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,c035,-1.179972822203335,0.6371361116453671,-3.1035868514938665,-2.6393753376212583,-2.6039227429673852,-2.616607574165489,-2.686868424585874,-0.22634585871755977,-0.08768474468526018,-0.0,4067979.0,-4184698.0,-876924.0,-339714.0,-0.0,-123000.0,-2077090.0,-3533447.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,c035,-0.34187912518628183,0.525770435720073,-3.621729693666684,-2.9681408015747266,-2.603922742967385,-2.6166075741654886,-2.686868424585874,-0.20964506090183152,-0.08225709484977879,-0.0,3827389.0,-4656672.0,-764184.0,-299838.0,-0.0,-903000.0,-1719910.0,-4516215.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,c035,0.12989949227798864,0.9110400267844555,-3.304349849135097,-3.4356193237609847,-2.905076107503054,-2.6166075741654886,-2.686868424585874,-0.17085601960177435,-0.08558811785657644,-0.0,5725196.0,-4059242.0,-931604.0,-466675.0,-0.0,-2037000.0,-188000.0,-1957325.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,c035,0.03959161931348796,1.5640468098017082,-2.976990539174308,-3.2277715292625233,-3.352133971664044,-2.902774053707379,-2.686868424585874,-0.1898304572262583,-0.05243966992100497,-0.0,6366476.0,-4358853.0,-1151001.0,-317958.0,-0.0,-551187.0,839525.0,827002.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,c035,0.22945008962734456,1.4346390262911626,-2.9298136822552543,-2.9519789941966215,-3.1871072201931856,-3.3380042481576484,-2.955926021388787,-0.20902268888069378,-0.06751468675525314,-0.0,6052392.0,-5238346.0,-1204845.0,-389167.0,-0.0,1191187.0,-171597.0,239624.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,c035,-0.4307688109842614,1.9116080146634766,-2.7312427344602392,-2.915838554389106,-2.9356790645468656,-3.1812136692600395,-3.378560477009879,-0.1889290577793737,-0.07087255938027746,-0.0,6360782.0,-4546400.0,-1144511.0,-429338.0,-0.0,-86000.0,1304949.0,1459482.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,c035,-0.09115736306067418,0.9114045269144706,-2.3069188055190284,-2.3076673526845783,-2.4780033753110193,-2.724035258801256,-2.9150042097273543,-0.18173352866952294,-0.08719510097391082,-0.0,11539763.0,-5955833.0,-1997297.0,-958296.0,-0.0,-1367297.0,-5338386.0,-4077346.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,c035,-0.19357124980825582,1.1970727130023076,-2.402834892842964,-2.3082235277509304,-2.308119498125037,-2.4789400618423665,-2.7298625671221797,-0.18801002066330771,-0.0805655108519943,-0.0,12440893.0,-7827974.0,-2227631.0,-954578.0,-0.0,525962.0,-3090751.0,-1134079.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,c035,0.22794215653924685,1.0996351217715579,-2.5747001065978266,-2.403332991404564,-2.308481130487314,-2.308906827170894,-2.4822596239286217,-0.19955127389280317,-0.09883634892940853,-0.0,12862189.0,-8484329.0,-2444444.0,-1210716.0,-0.0,1113041.0,-4325491.0,-2489750.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,c035,0.24590205022808162,2.2512234457268736,-2.7058969143128806,-2.57470589640411,-2.4033503445548896,-2.308932001932623,-2.310771365146775,-0.18336799627063974,-0.1608796864993663,-0.0,11673852.0,-7989534.0,-2038677.0,-1788653.0,-0.0,1189988.0,1613987.0,2660963.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,c035,0.18086079466246655,2.1944520110303207,-0.6016187128003516,-0.5844707016503212,-0.5535681210838765,-0.5143631711401938,-0.45010050151944453,-0.18737976245417423,-0.14398398685342528,-0.0,1920703.0833333333,-713533.9166666666,-342762.75,-263381.4166666667,-0.0,-82662.33333333331,-79057.83333333331,439304.8333333333,0,0,0,0,1,0,0,0,0,0,0,0,0
2006,c035,0.2231089727960817,1.865438486034692,-0.5671079299016673,-0.5844707016503212,-0.5535681210838765,-0.5143631711401938,-0.45010050151944453,-0.22634379937291807,-0.070882023488669,-0.0,204439.0,-50823.0,-44070.0,-13801.0,-0.0,-55187.0,-3583.0,36975.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,c035,0.3815054578438255,1.911206146709191,-0.5690606262634531,-0.5625354200988544,-0.5535681210838765,-0.5143631711401939,-0.45010050151944453,-0.20964273523722837,-0.05670155876664012,-0.0,184569.0,-63307.0,-36851.0,-9967.0,-0.0,-10534.0,-22731.0,41179.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,c035,0.34353072692610964,2.3188382830676586,-0.4819542961589573,-0.5644537419897017,-0.536958810521169,-0.5143631711401939,-0.45010050151944453,-0.16843536633097458,-0.028170954454805823,-0.0,321922.0,-68202.0,-51641.0,-8637.0,-0.0,-95539.0,24912.0,122815.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,c035,0.3645959963690833,2.219250169294154,-0.4500798081880114,-0.49735296034029103,-0.5412129189659951,-0.5012701464664696,-0.45010050151944453,-0.1898307199393147,-0.02632923774067013,-0.0,701323.0,-199261.0,-126793.0,-17586.0,-0.0,-42591.0,-74166.0,240926.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,c035,0.20999873450852555,2.3175624611282775,-0.45382699609243166,-0.46287994001551047,-0.4850244206688527,-0.508930993020979,-0.44169786731490884,-0.2090230845471137,-0.0050888965156671495,-0.0,935301.0,-327396.0,-186190.0,-4533.0,-0.0,-68425.0,-7750.0,341007.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011,c035,0.36422712653946276,2.1279751131312112,-0.3827785447749,-0.4604790379799179,-0.4573966017666511,-0.4602352517531049,-0.45588871798769487,-0.18892884595814416,-0.14714565957077683,-0.0,2662997.0,-579286.0,-479159.0,-373189.0,-0.0,-422453.0,-249684.0,559226.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,c035,0.28131618782424916,2.9756517722691314,-0.43793108633175604,-0.38663105924955776,-0.45751770665177227,-0.44278821400784135,-0.4164616790245699,-0.17615294880719604,-0.13854469837181843,-0.0,2525394.0,-857066.0,-423672.0,-333219.0,-0.0,51256.0,-42876.0,919817.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,c035,0.11961940677739442,2.4448610134133144,-0.4805160115825238,-0.43927029120687516,-0.38637363611184666,-0.4494007053311285,-0.41651880851672074,-0.1819697154881976,-0.14317602108596997,-0.0,2634548.0,-865244.0,-456579.0,-359242.0,-0.0,-58870.0,-153472.0,741141.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,c035,0.2144803402896068,1.768180762184795,-0.5878416094878458,-0.4809947630373381,-0.4388566433805792,-0.38370544166967463,-0.43504775755589437,-0.18173363154938618,-0.14883530249538635,-0.0,2991120.0,-1347015.0,-517702.0,-423985.0,-0.0,-46225.0,-298397.0,357796.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,c035,0.19130141192611988,2.123085484272327,-0.6403879918616604,-0.5877073751744073,-0.48063247128147735,-0.43742463776261953,-0.37849761004538823,-0.18800997556019952,-0.1422224440444489,-0.0,3105590.0,-1357464.0,-556078.0,-420652.0,-0.0,-72706.0,-32602.0,666088.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,c035,0.17639244995358996,2.0701847106657483,-0.6783332592270519,-0.6401861369810391,-0.5873113764999284,-0.47979339111289954,-0.43486017444036185,-0.19955134426217422,-0.14238105507829818,-0.0,3255057.0,-1357198.0,-618620.0,-441389.0,-0.0,-44859.0,-170294.0,622697.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,c035,0.03620529441443064,2.2986647422997617,-0.6853481605503522,-0.6781552767169416,-0.6398919697617335,-0.5867931616640355,-0.4783898566897872,-0.18336796479586817,-0.22463303742268184,-0.0,3526177.0,-1490145.0,-615798.0,-754377.0,-0.0,-125815.0,81949.0,621991.0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,c035,0.36312293110271493,7.599843707455745,-0.4185732468483006,-0.4333174381699768,-0.45264702526307016,-0.46478604700676196,-0.48345407187446104,-0.1911715320986141,-0.22684870177385338,-0.0,12885826.333333334,-1537671.0,-2346098.25,-2783936.1666666665,-0.0,-257618.91666666605,99751.58333333349,6060253.583333333,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,c035,0.5300450135354403,3.9020902816532383,-0.5076482147914775,-0.4333174381699768,-0.45264702526307016,-0.464786047006762,-0.48345407187446104,-0.22634584963130752,-0.1732885257037501,-0.0,11229412.0,-2820901.0,-2420696.0,-1853265.0,-0.0,884000.0,-940893.0,4077657.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,c035,0.5672079521059987,9.863377782737265,-0.5444159872873352,-0.4210185740268739,-0.39365458631347594,-0.4783612570539118,-0.5141099684306992,-0.2090226840709188,-0.22785134764238665,-0.0,13258599.0,-4378979.0,-2639379.0,-2877133.0,-0.0,1781943.0,1252811.0,6397862.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,c035,0.7662414958838157,3.271273795105358,-0.5241486485518592,-0.5294227481808311,-0.5414475753031199,-0.4264698558172544,-0.405196618077773,-0.17615298760734968,-0.2513722386707282,-0.0,12786369.0,-1294945.0,-2145102.0,-3061084.0,-0.0,-2437396.0,-176341.0,3671501.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,c035,0.4412595454546154,6.7481717443715965,-0.3901479800111848,-0.41542561970659336,-0.4662170031607397,-0.5233919504083377,-0.5305891758862685,-0.1880100074771739,-0.2120930857948877,-0.0,12449891.0,-1799089.0,-2229242.0,-2514796.0,-0.0,-432796.0,386957.0,5860925.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,c035,0.6794423024709021,5.952506265319932,-0.3395854127251192,-0.39040435912907123,-0.41584759554859546,-0.46654380036319637,-0.5241203575022974,-0.1995512638387268,-0.21072992702975557,-0.0,13001738.0,-1701877.0,-2470965.0,-2609386.0,-0.0,-1469705.0,987336.0,5737141.0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,c035,0.7430833966063372,2.751624049164739,-0.9489324928137295,-0.9574443823822337,-0.9579186757118824,-0.9636537150049124,-0.9363221430725596,-0.2263459549192669,0.03935581233159474,-0.0,3845634.0,-556474.0,-828994.0,144141.0,-0.0,-152000.0,-689113.0,1763194.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,c035,1.1317931889506017,7.541647327104313,-1.0142525374249243,-0.9516632110926156,-0.9579186757118824,-0.9636537150049124,-0.9363221430725596,-0.2096449297418796,0.07910937254364164,-0.0,2989690.0,-1161137.0,-596927.0,225250.0,-0.0,-230400.0,995113.0,2221589.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,c035,0.6497736135360079,-6.495023782442353,-0.9125148865104324,-1.0097806884000953,-0.9525357904621001,-0.9636537150049126,-0.9363221430725596,-0.1718795758069042,0.14860019860419854,-0.0,2512535.0,-157529.0,-411289.0,355584.0,-0.0,149369.0,395000.0,2843670.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,c035,0.6021159494930538,10.141262586904515,-0.7907934063300333,-0.9157426499407006,-1.0062726799582826,-0.9558372674162852,-0.9363221430725596,-0.1898302596473049,-0.0743700422907968,-0.0,2980081.0,-232291.0,-538771.0,-211075.0,-0.0,-188235.0,126669.0,1936378.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,c035,0.6965215481592489,5.00413466126355,-0.7877444927575182,-0.7973298476731974,-0.9177645024789676,-1.0053683012463976,-0.9419213058530136,-0.20902273309471378,0.0010709677722601251,-0.0,2978521.0,-222138.0,-592932.0,3038.0,-0.0,162512.0,-535586.0,1793415.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,c035,1.3316366958760746,7.077889667348786,-0.7810155690525313,-0.7919723540333505,-0.8020602664036938,-0.9204899212016225,-0.9940206509124009,-0.1889291678488528,0.018626096576833215,-0.0,3150942.0,-228233.0,-566957.0,55895.0,-0.0,-128975.0,-87973.0,2194699.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,c035,0.7419323446249139,-1.253026016981081,-0.9784363293494885,-0.7837959736552128,-0.7951126033854532,-0.8065853540308249,-0.9154361846246178,-0.1761526641471822,-0.3136002325677977,-0.0,601975.0,-65544.0,-100990.0,-179790.0,-0.0,617071.0,-71110.0,801612.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,c035,1.663995685977055,-4.313874951324205,-1.2195028695955077,-1.1294940348836777,-0.9780605166210685,-0.7879417549684383,-0.7977205301496272,-0.1817336814025418,0.016196787069422583,-0.0,963793.0,-71999.0,-166813.0,14867.0,-0.0,-8080.0,303496.0,1035264.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,c035,0.7882747924062943,-1.1289903901476936,-1.1286884677951166,-1.2172965228413988,-1.1279787989691334,-0.9781686037670149,-0.78775353981389,-0.1880096828482033,-0.044829335356025415,-0.0,843760.0,-48855.0,-151081.0,-36024.0,-0.0,32171.0,764042.0,1404013.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,c035,-1.8835385609964157,2.2703414114472564,-4.9164735197157166,-5.0772857478424545,-5.195888292807104,-5.379871241066732,-5.388316288772229,-0.19225487862311086,0.28225611165817527,-0.0,243302.08333333334,-134624.25,-44548.583333333336,65403.333333333336,-0.0,-3910.166666666686,31369.0,156991.41666666666,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,c035,-2.4444283041707933,0.3489705770455301,-6.331672334547433,-5.0772857478424545,-5.195888292807105,-5.379871241066732,-5.388316288772229,-0.22634583825841473,0.207480003213257,-0.0,261417.0,-186472.0,-56353.0,51656.0,-0.0,-20695.0,-541942.0,-492389.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,c035,2.043822058132731,0.28703137476878293,-8.417625854940265,-6.136484657963379,-5.195888292807105,-5.379871241066732,-5.388316288772229,-0.2096441069659954,0.2511310663585342,-0.0,227175.0,-517004.0,-45358.0,54334.0,-0.0,11627.0,-286087.0,-555313.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,c035,3.5987994211188847,-1.049357679951226,-7.91429053157885,-8.052101723589606,-6.0884672823118295,-5.379871241066732,-5.388316288772229,-0.16843802279488723,0.2638390760076807,-0.0,242686.0,-130045.0,-38931.0,60981.0,-0.0,-3406.0,364722.0,496007.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,c035,2.6055021730272987,-0.4035566982698591,-6.602102352193068,-7.7265860853779955,-7.890928768179488,-6.138798844404805,-5.388316288772229,-0.18982847649794055,0.31670298945854064,-0.0,233554.0,-110818.0,-42224.0,70445.0,-0.0,-8449.0,698006.0,840514.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,c035,1.392290732224304,-0.6856896737374825,-5.103683397865218,-6.54282109407507,-7.6390142716747675,-7.848431057022454,-6.106844171968153,-0.20902315632215132,0.3634954756892571,-0.0,235616.0,-104573.0,-46904.0,81567.0,-0.0,3315.0,444877.0,613898.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,c035,-0.13722988490310103,-4.733829062891955,-4.135966487244046,-5.110569684665276,-6.518921940177129,-7.618536712761311,-7.772181552137496,-0.1889300516663828,0.3790275648668597,-0.0,211356.0,-64690.0,-38030.0,76295.0,-0.0,22593.0,86745.0,294269.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,c035,-0.8901489402598133,0.7473677166803285,-3.7771256895616188,-4.160520256978663,-5.121222928445895,-6.5251217678224736,-7.573959988429058,-0.176153990786876,0.3869935132086114,-0.0,223377.0,-60117.0,-37475.0,82329.0,-0.0,615.0,-239383.0,-30654.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,c035,0.4462631253860408,0.48945177692929,-4.179031214315744,-3.79828247041607,-4.179714552771293,-5.141489168841445,-6.510714604929871,-0.18196941497466093,0.34257033290046746,-0.0,213307.0,-29447.0,-36967.0,69593.0,-0.0,1285.0,-407646.0,-189875.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,c035,1.6262947936263288,1.544966565392199,-4.560198263699537,-4.189607238913497,-3.814080989326953,-4.201078309763332,-5.144634447387909,-0.1817318697089707,0.2799345093194783,-0.0,220184.0,-38935.0,-38109.0,58702.0,-0.0,-10564.0,-93018.0,98260.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,c035,0.06726797168538393,-2.0792541158728164,-4.256817289405439,-4.564902844627105,-4.198079521832135,-3.8302730141156287,-4.209167692799954,-0.18801026768512433,0.3406310206487001,-0.0,264714.0,-81733.0,-47399.0,85876.0,-0.0,-7880.0,216925.0,430503.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,c035,1.2087240621666817,0.9916118607260115,-4.20441079315335,-4.260902713825672,-4.569134434771311,-4.207668419415707,-3.8372451163840933,-0.19955005916177113,0.2790634795424823,-0.0,289038.0,-32056.0,-54931.0,76819.0,-0.0,-13791.0,-245636.0,19443.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,c035,0.5855763419865984,-3.0422245424395036,-3.942104562141388,-4.207060347058549,-4.264256789503159,-4.574640867729973,-4.211318028726686,-0.1833678217771811,0.05738591054538848,-0.0,297201.0,-259601.0,-51902.0,16243.0,-0.0,-21572.0,378865.0,359234.0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,c035,0.041294337374615596,5.029820072067584,-0.5787560333209752,-0.612131973878159,-0.6403777299698655,-0.6537825594095542,-0.6385913052392358,-0.1918424516739316,-0.2396211305241915,-0.0,521703.4166666667,-97229.66666666667,-95318.91666666667,-119058.25,-0.0,-5511.0,-981.4166666666861,203604.16666666666,0,0,0,0,0,0,0,0,0,1,0,0,0
2006,c035,0.30876004884210206,2.1654347674499688,-0.5305508625711541,-0.612131973878159,-0.6403777299698655,-0.6537825594095542,-0.6385913052392358,-0.22634491378061153,-0.29540495338839784,-0.0,496872.0,-54341.0,-107109.0,-139789.0,-0.0,-18653.0,-156462.0,20518.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,c035,-0.3315812484819043,4.22897709824964,-0.5505655431030809,-0.5587009740644991,-0.6403777299698655,-0.6537825594095542,-0.6385913052392358,-0.20964526416965562,-0.26786969324637555,-0.0,523319.0,-195235.0,-104487.0,-133506.0,-0.0,-16863.0,88352.0,161580.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008,c035,1.2746471897483378,1.050570273122753,-0.7918308257049864,-0.5643646301450057,-0.5819881408296788,-0.6537825594095542,-0.6385913052392358,-0.16843662861306777,-0.2302665047364586,-0.0,514625.0,-64220.0,-82554.0,-112858.0,-0.0,-11768.0,-413865.0,-170640.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,c035,-0.13176151097337296,-1.4373452736549703,-0.6321727575470131,-0.7821071481108888,-0.5781210050767821,-0.5945148393749279,-0.6385913052392358,-0.1898304125368174,-0.25230345017193245,-0.0,494671.0,-152924.0,-89432.0,-118864.0,-0.0,6983.0,490097.0,630531.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,c035,0.316497601185275,1.4173238051751234,-0.661432027760887,-0.6336762769466578,-0.7805584358498953,-0.5861409426541127,-0.5873023005983086,-0.20902170561634306,-0.23849505486686484,-0.0,505952.0,-193089.0,-100719.0,-114921.0,-0.0,-24489.0,-139399.0,-66665.0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,c035,0.7599755747642521,3.5472411533420707,-0.6302518515677634,-0.6614844200234602,-0.6372462396357133,-0.7798723943450786,-0.5817746157352559,-0.18892896663458394,-0.23274386718122184,-0.0,541309.0,-58393.0,-97399.0,-119987.0,-0.0,-7581.0,-86626.0,171323.0,0,0,0,0,0,0,0,0,0,1,0,0,0
