index,year,company,class,prem_acc_direct,prem_acc_rein_sg,prem_acc_rein_asean,prem_acc_rein_other,prem_acc_total_rein,prem_cede_rein_sg,prem_cede_rein_asean,prem_cede_rein_other,prem_cede_rein_total,prem_write_net,prem_liab_begin,prem_liab_end,prem_earned,claim_set_direct,claim_set_rein_sg,claim_set_rein_asean,claim_set_rein_other,claim_set_total_rein,claim_rcv_rein_sg,claim_rcv_rein_asean,claim_rcv_rein_other,claim_rcv_rein_total,claim_set_net,claim_liab_end,claim_liab_begin,claim_incur_net,exp_management,exp_comm_paid,exp_comm_earned,exp_comm_incur_net,exp_other,uw_gain,net_invest_income,operating_result
1017,2016,c009,others,2102455,92483,0,0,92483,0,0,1872306,1872306,322632,309946,385000,247578,783065,0,0,0,0,-27,0,553917,553890,229175,0,156479,72696,840283,380804,548453,-167649,18389,-516141,84424,-431717
1018,2016,c009,misc_total,12844488,777348,-241,0,777107,418983,0,11773544,12192527,1429068,8619528,5409457,4639139,2395615,164233,0,17019,181252,157295,0,1513371,1670666,906201,10275000,10761441,419760,5214720,3249549,3650220,-400671,277748,-872418,373945,-498473
1019,2016,c009,total,60313319,1655522,98662,179620,1933804,596565,0,53380637,53977202,8269921,17307391,12155605,13421707,26650321,1228460,0,17930,1246390,222404,0,11893719,12116123,15780588,34481000,56093163,-5831575,23829908,13938900,16086292,-2147392,2419033,-4848267,2163993,-2684274
1020,2017,c009,mac,2982318,129701,0,0,129701,61990,0,2628199,2690189,421830,199148,600308,20670,59112,28114,0,0,28114,-5754,0,342882,337128,-249902,1063000,619000,194098,1233828,680540,874715,-194175,217700,-1430781,111814,-1318967
1021,2017,c009,mahl,94110,-80,12086,11826,23832,2124,1023,103939,107086,10856,152000,38780,124076,1034610,26559,0,32595,59154,263200,12785,654597,930582,163182,920000,40000,1043182,46761,16880,32082,-15202,9895,-960560,2878,-957682
1022,2017,c009,fire,8600376,1186634,0,107349,1293983,259571,-4007,8411937,8667501,1226858,839018,840000,1225876,1085989,149941,0,0,149941,-54906,0,888876,833970,401960,1659000,1974000,86960,3922836,2782743,2795049,-12306,243970,-3015584,325201,-2690383
1023,2017,c009,motor,6286710,0,0,0,0,7160,0,5367307,5374467,912243,2709000,2185786,1435457,8329910,-66,0,0,-66,0,0,5099528,5099528,3230316,10035000,14337930,-1072614,2492504,967821,1763422,-795601,413164,398004,241807,639811
1024,2017,c009,wic,15707721,0,0,0,0,13095,0,13361314,13374409,2333312,2210000,2629000,1914312,6481906,24686,0,0,24686,0,0,4569809,4569809,1936783,4461000,6957000,-559217,6227671,2340624,4403927,-2063303,580423,-2271262,618488,-1652774
1025,2017,c009,pa,4201688,0,0,0,0,222826,16,3393885,3616727,584961,359000,480000,463961,920420,0,0,0,0,0,0,780207,780207,140213,229000,186000,183213,1665852,1218004,1181045,36959,48644,-1470707,155055,-1315652
1026,2017,c009,health,4089695,0,0,0,0,11375,0,3466572,3477947,611748,278000,667000,222748,1124928,0,0,0,0,0,0,918013,918013,206915,170000,91424,285491,1621449,1901580,1147842,753738,135371,-2573301,162155,-2411146
1027,2017,c009,pub_lia,2507510,107506,0,0,107506,83318,0,2180183,2263501,351515,341000,275000,417515,860357,0,0,0,0,5651,0,123415,129066,731291,1726000,3001000,-543709,1036780,545247,742051,-196804,18858,102390,93176,195566
1028,2017,c009,bonds,2674857,0,0,0,0,0,0,2273628,2273628,401229,273000,657000,17229,185629,0,0,0,0,0,0,165955,165955,19674,171000,20000,170674,1060506,1310032,750297,559735,19244,-1792930,106353,-1686577
1029,2017,c009,cnstr_engr,577171,970280,0,0,970280,288267,0,1070751,1359018,188433,3398000,2143978,1442455,298785,1745817,0,0,1745817,264980,0,777616,1042596,1002006,927000,1411000,518006,613521,349739,370401,-20662,-83207,414797,49948,464745
1030,2017,c009,prof_indm,6096062,163004,0,0,163004,3171700,0,2650059,5821759,437307,858047,819976,475378,837335,13957,0,0,13957,335194,0,426562,761756,89536,4282000,5711961,-1340425,2481544,1179430,1402924,-223494,222528,-664775,115916,-548859
1031,2017,c009,cpr,354753,0,0,0,0,0,0,328164,328164,26589,149206,142000,33795,0,0,0,0,0,0,0,0,0,0,591000,148820,442180,140650,67830,113240,-45410,1030,-504655,7048,-497607
1032,2017,c009,others,1566204,50175,0,0,50175,68093,0,1316044,1384137,232242,380161,219000,393403,244170,0,0,0,0,13698,0,158486,172184,71986,0,-1383,73369,640848,311196,444237,-133041,131962,-319735,61561,-258174
1033,2017,c009,misc_total,13776557,1290965,0,0,1290965,3611378,0,9818829,13430207,1637315,5399414,4256954,2779775,2426276,1759774,0,0,1759774,619523,0,1652034,2271557,1914493,7697000,10291398,-679905,5973849,3763474,3823150,-59676,310415,-2764908,434002,-2330906
1034,2017,c009,total,55739175,2607220,12086,119175,2738481,4189519,-2968,46551982,50738533,7739123,12145580,11697828,8186875,21463151,1989008,0,32595,2021603,822063,12785,14905946,15740794,7743960,26234000,34496752,-518792,23184750,13671666,16021232,-2349566,1959582,-14089099,2051400,-12037699
1035,2018,c009,mac,2990981,187734,0,0,187734,72019,0,2679177,2751196,427519,474731,442564,459686,493234,110030,0,0,110030,-42,0,501670,501628,101636,975406,1063000,14042,1117162,702703,893680,-190977,27934,-508475,49896,-458579
1036,2018,c009,mahl,43163,1317,0,-7716,-6399,-645,-258,40644,39741,-2977,5250,4843,-2570,385213,31,0,634,665,10,0,327483,327493,58385,801334,920000,-60281,12921,2049,11542,-9493,227,54056,-347,53709
1037,2018,c009,fire,8779532,1256717,113668,547614,1917999,143602,9090,9192259,9344951,1352580,996439,874011,1475008,1192862,161863,2712,20008,184583,734630,0,852620,1587250,-209805,903155,1659000,-965650,3759655,2908017,3023101,-115084,499444,-1703357,157859,-1545498
1038,2018,c009,motor,3613007,0,0,0,0,0,0,3081337,3081337,531670,812247,456501,887416,8647519,-165,0,0,-165,0,0,4647599,4647599,3999755,3873604,10035000,-2161641,1269794,553414,1013971,-460557,169296,2070524,62051,2132575
1039,2018,c009,wic,20248181,0,0,0,0,108237,0,17131524,17239761,3008420,1563000,2068790,2502630,8814324,3381,0,0,3381,0,0,7165294,7165294,1652411,3816351,4461000,1007762,7116238,3058648,5679616,-2620968,594650,-3595052,351112,-3243940
1040,2018,c009,pa,5187839,0,0,0,0,0,0,4363155,4363155,824684,515151,455285,884550,1519529,0,0,0,0,0,0,1266500,1266500,253029,446406,229000,470435,1823270,1512662,1434406,78256,72964,-1560375,96249,-1464126
1041,2018,c009,health,4985645,0,0,0,0,9141,0,4230028,4239169,746476,667000,658359,755117,1808215,0,0,0,0,0,0,1512918,1512918,295297,172996,170000,298293,1752209,2401079,1399022,1002057,-110590,-2186852,87121,-2099731
1042,2018,c009,pub_lia,2240881,52421,0,0,52421,97923,0,1928093,2026016,267286,275000,178516,363770,416758,1251,0,0,1251,0,0,219432,219432,198577,423496,1726000,-1103927,805983,486901,657502,-170601,48553,783762,31195,814957
1043,2018,c009,bonds,4243129,0,0,0,0,0,0,3606660,3606660,636469,517197,763935,389731,964555,0,0,0,0,0,0,808506,808506,156049,166337,171000,151386,1491251,1928067,1190198,737869,3725,-1994500,74282,-1920218
1044,2018,c009,cnstr_engr,278434,89030,0,0,89030,125554,0,152825,278379,89085,1231318,936294,384109,550531,9530,0,0,9530,12736,0,334636,347372,212689,322345,927000,-391966,129146,226704,106586,120118,8591,518220,10397,528617
1045,2018,c009,prof_indm,5305752,246408,0,0,246408,2564620,67,2588572,5153259,398901,540682,439551,500032,2902577,836679,0,0,836679,1328158,0,1771630,3099788,639468,3201279,4282000,-441253,1951311,1031970,1686564,-654594,82169,-437601,46556,-391045
1046,2018,c009,cpr,-85950,0,0,0,0,-11563,0,-67635,-79198,-6752,142000,41144,94104,-2051,0,0,0,0,0,0,-1328,-1328,-723,486709,591000,-105014,-30207,-19280,-20095,815,0,228510,-788,227722
1047,2018,c009,others,2370990,2104,0,1737,3841,23821,0,2106697,2130518,244313,219000,267797,195516,166023,428,0,41,469,-17,0,131808,131791,34701,26687,0,61388,834634,444934,688723,-243789,8193,-464910,28514,-436396
1048,2018,c009,misc_total,14353236,389963,0,1737,391700,2800355,67,10315212,13115634,1629302,2925197,2627237,1927262,4998393,847888,0,41,847929,1340877,0,3264684,4605561,1240761,4626853,7697000,-1829386,5182118,4099296,4309478,-210182,151231,-1366519,190156,-1176363
1049,2018,c009,total,60201584,1835731,113668,541635,2491034,3132709,8899,51033336,54174944,8517674,7959015,7587590,8889099,27859289,1123028,2712,20683,1146423,2075475,0,19538768,21614243,7391469,15616105,26234000,-3226426,22033367,15237868,17764816,-2526948,1405156,-8796050,994097,-7801953
1050,2005,c010,mac,8170402,400568,0,0,400568,27968,0,4405171,4433139,4137831,747684,954274,3931241,2896764,-50133,0,0,-50133,45002,0,1448722,1493724,1352907,2874727,1726600,2501034,851221,1411503,1007292,404211,0,174775,74480,249255
1051,2005,c010,mahl,84938,0,0,0,0,0,0,67950,67950,16988,9944,7191,19741,0,0,0,0,0,0,0,0,0,0,2143,7112,-4969,8236,8494,5687,2807,0,13667,306,13973
1052,2005,c010,fire,43271339,982719,0,0,982719,3203842,311,30104051,33308204,10945854,4783096,5704873,10024077,6020519,773067,0,0,773067,2306790,0,1901469,4208259,2585327,4949521,7171101,363747,5445564,2376709,5584508,-3207799,0,7422565,197023,7619588
1053,2005,c010,motor,158903185,0,0,0,0,79563,0,6693123,6772686,152130499,54719544,60249639,146600404,73596158,0,0,0,0,1381899,0,43726,1425625,72170533,86879095,72332315,86717313,21325180,25048003,461679,24586324,0,13971587,2738313,16709900
1054,2005,c010,wic,24612421,3220821,0,0,3220821,3653798,3733,666670,4324201,23509041,7883443,11418163,19974321,13427312,1460936,0,0,1460936,499940,0,219560,719500,14168748,39200070,19843866,33524952,2698763,2969413,612178,2357235,0,-18606629,423157,-18183472
1055,2005,c010,pa,40852813,3705821,0,0,3705821,-1591378,0,4574808,2983430,41575204,7458088,11399833,37633459,12450467,200810,0,0,200810,137191,0,833720,970911,11680366,10849519,7092908,15436977,9583344,11192746,1361689,9831057,0,2782081,741446,3523527
1056,2005,c010,health,6200542,41968,0,0,41968,6006,0,624692,630698,5611812,0,2039455,3572357,2057521,0,0,0,0,-102882,0,325096,222214,1835307,502217,0,2337524,1658425,1170225,78956,1091269,0,-1514861,100080,-1414781
1057,2005,c010,pub_lia,9381875,44231,0,0,44231,735844,0,747745,1483589,7942517,3075185,2814346,8203356,1233352,0,0,0,0,29842,0,180700,210542,1022810,6386929,7830196,-420457,913973,1374479,362463,1012016,0,6697824,141646,6839470
1058,2005,c010,bonds,2942799,547734,0,0,547734,11701,0,3162439,3174140,316393,417594,219515,514472,-34404,0,0,0,0,1589,0,-19566,-17977,-16427,364467,186508,161532,338449,482160,801064,-318904,0,333395,5643,339038
1059,2005,c010,cnstr_engr,4780971,1378239,0,0,1378239,1761803,0,4397407,6159210,0,0,0,0,110443,50708,0,0,50708,36609,15646,108896,161151,0,41359,0,41359,597208,1019897,1260015,-240118,0,-398449,0,-398449
1060,2005,c010,prof_indm,3278741,0,0,0,0,904,0,569519,570423,2708318,496024,1070531,2133811,4181750,0,0,0,0,103806,0,3978000,4081806,99944,1043667,157360,986251,317913,510185,151509,358676,0,470971,48300,519271
1061,2005,c010,cpr,1157263,0,0,0,0,0,0,1798196,1798196,-640933,699078,0,58145,822730,0,0,0,0,0,0,802794,802794,19936,193362,121688,91610,112210,269221,482776,-213555,0,67880,0,67880
1062,2005,c010,others,15698020,3373613,0,0,3373613,1147058,-249835,6793181,7690404,11381229,15193935,13253605,13321559,3850209,19584,0,0,19584,96685,0,468397,565082,3304711,2206147,1495468,4015390,1849221,1990554,2414246,-423692,0,7880640,202970,8083610
1063,2005,c010,misc_total,37239669,5343817,0,0,5343817,3657310,-249835,17468487,20875962,21707524,19881816,17357997,24231343,10164080,70292,0,0,70292,268531,15646,5519221,5803398,4430974,10235931,9791220,4875685,4128974,5646496,5472073,174423,0,15052261,398559,15450820
1064,2005,c010,total,319335309,13695714,0,0,13695714,9037109,-245791,64604952,73396270,259634753,95483615,109131425,245986943,120612821,2454972,0,0,2454972,4536471,15646,10291514,14843631,108224162,155493223,117965122,145752263,45699707,49823589,14584062,35239527,0,19295446,4673364,23968810
1065,2006,c010,mac,9362523,692760,0,0,692760,33336,0,5320474,5353810,4701473,954274,1110260,4545487,4132426,157292,0,0,157292,16687,0,2331960,2348647,1941071,2623929,2874727,1690273,1076471,1346038,1257589,88449,0,1690294,273425,1963719
1066,2006,c010,mahl,98550,0,0,0,0,0,0,78840,78840,19710,7191,5810,21091,0,0,0,0,0,0,0,0,0,0,4789,2143,2646,10311,9855,16914,-7059,0,15193,1146,16339
1067,2006,c010,fire,48236979,1541385,0,0,1541385,6593152,-15,31742995,38336132,11442232,5704873,5666216,11480889,8131990,593876,0,0,593876,2179840,0,2372308,4552148,4173718,3264013,4949521,2488210,5628027,3318035,5440786,-2122751,0,5487403,665450,6152853
1068,2006,c010,motor,171820663,0,0,0,0,-176886,0,7238533,7061647,164759016,60249639,65353342,159655313,103690902,0,0,0,0,443059,0,101604,544663,103146239,85735007,86879095,102002151,23906800,26213590,-355,26213945,0,7532417,9581948,17114365
1069,2006,c010,wic,23136952,3847391,0,0,3847391,3292108,16051,642108,3950267,23034076,11418163,13912831,20539408,18559188,5407323,0,0,5407323,1389934,0,3398587,4788521,19177990,52862617,39200070,32840537,3062065,2976256,660204,2316052,0,-17679246,1339601,-16339645
1070,2006,c010,pa,42522593,4080683,0,0,4080683,-32205,0,5490414,5458209,41145067,11399833,7487645,45057255,15453022,1413489,0,0,1413489,105181,0,767122,872303,15994208,12106955,10849519,17251644,9618983,11348515,959252,10389263,0,7797365,2392888,10190253
1071,2006,c010,health,12977236,0,0,0,0,-44668,0,843623,798955,12178281,2039455,4759903,9457833,2458785,0,0,0,0,0,0,176730,176730,2282055,813574,502217,2593412,1357734,1782444,76419,1706025,0,3800662,708257,4508919
1072,2006,c010,pub_lia,15031559,125284,0,0,125284,1406585,0,2246685,3653270,11503573,2814346,3997947,10319972,1172202,0,0,0,0,8411,0,154387,162798,1009404,4774234,6386929,-603291,1585774,1987524,360330,1627194,0,7710295,669017,8379312
1073,2006,c010,bonds,3609515,209076,0,0,209076,254933,0,3481134,3736067,82524,219515,175961,126078,1565786,0,0,0,0,37022,0,1446268,1483290,82496,498404,364467,216433,399517,492918,888514,-395596,0,-94276,4799,-89477
1074,2006,c010,cnstr_engr,4064616,669563,0,0,669563,1282819,0,3451360,4734179,0,0,0,0,140116,213813,0,0,213813,24367,0,329562,353929,0,97231,41359,55872,495310,538770,1377475,-838705,0,287523,0,287523
1075,2006,c010,prof_indm,4834405,2000,0,0,2000,254,0,978115,978369,3858036,1070531,1214821,3713746,400842,0,0,0,0,6657,0,0,6657,394185,1478509,1043667,829027,506005,786722,222854,563868,0,1814846,224373,2039219
1076,2006,c010,cpr,421293,0,0,0,0,0,0,386289,386289,35004,0,16913,18091,443107,0,0,0,0,0,0,427104,427104,16003,58885,193362,-118474,44077,55806,316437,-260631,0,353119,2036,355155
1077,2006,c010,others,19565139,3356981,0,0,3356981,700095,17507,7126583,7844185,15077935,13253605,14507443,13824097,3021862,238115,0,0,238115,193448,0,330278,523726,2736251,1991920,2206147,2522024,2398211,2443881,2000554,443327,0,8460535,876893,9337428
1078,2006,c010,misc_total,47526527,4362904,0,0,4362904,3644686,17507,17670166,21332359,30557072,17357997,19913085,28001984,6743915,451928,0,0,451928,269905,0,2687599,2957504,4238339,8899183,10235931,2901591,5428894,6305621,5166164,1139457,0,18532042,1777118,20309160
1079,2006,c010,total,355682023,14525123,0,0,14525123,13309523,33543,69027153,82370219,287836927,109131425,118209092,278759260,159170228,8023908,0,0,8023908,4404606,0,11835910,16240516,150953620,166310067,155493223,161770464,50089285,53300354,13576973,39723381,0,27176130,16739833,43915963
1080,2007,c010,mac,8848040,638567,0,0,638567,47873,0,4968738,5016611,4469996,1110260,918500,4661756,3504439,61532,0,0,61532,16606,0,2003071,2019677,1546294,2281180,2623929,1203545,1150938,1259746,1266922,-7176,0,2314449,294982,2609431
1081,2007,c010,mahl,87017,0,0,0,0,0,0,69614,69614,17403,5810,2614,20599,0,0,0,0,0,0,0,0,0,0,4767,4789,-22,10061,8702,14322,-5620,0,16180,1148,17328
1082,2007,c010,fire,42879980,2066367,0,0,2066367,4240543,0,27608659,31849202,13097145,5666216,4830248,13933113,9028991,515960,0,0,515960,1896317,0,4184424,6080741,3464210,2949185,3264013,3149382,5651878,3559840,5181402,-1621562,0,6753415,864302,7617717
1083,2007,c010,motor,177090817,0,0,0,0,2549,0,7565263,7567812,169523005,65353342,77094606,157781741,136635712,0,0,0,0,215527,0,104777,320304,136315408,90016096,85735007,140596497,25758416,28062344,10955,28051389,0,-36624561,11187098,-25437463
1084,2007,c010,wic,25390521,0,0,0,0,2160217,-8723,444313,2595807,22794714,13912831,10174532,26533013,20615116,4967042,0,0,4967042,292618,0,4265853,4558471,21023687,46090625,52862617,14251695,2935807,2719080,429340,2289740,0,7055771,1504260,8560031
1085,2007,c010,pa,53104111,3971676,0,0,3971676,51874,0,7377283,7429157,49646630,7487645,9484919,47649356,19362352,1022280,0,0,1022280,58967,0,1844176,1903143,18481489,13515559,12106955,19890093,10972079,12981693,2046810,10934883,0,5852301,3276262,9128563
1086,2007,c010,health,14963701,0,0,0,0,5540,0,867380,872920,14090781,4759903,1977313,16873371,4131750,0,0,0,0,0,0,85917,85917,4045833,1589396,813574,4821655,1730194,2813153,29735,2783418,0,7538104,929873,8467977
1087,2007,c010,pub_lia,13772135,13966,0,0,13966,1307268,0,1690377,2997645,10788456,3997947,2670502,12115901,634420,0,0,0,0,2922,0,2351,5273,629147,5734983,4774234,1589896,1594033,1655523,288761,1366762,0,7565210,711948,8277158
1088,2007,c010,bonds,4219510,593518,0,0,593518,54757,0,4252736,4307493,505535,175961,273437,408059,84374,0,0,0,0,2109,0,79180,81289,3085,405902,498404,-89417,556512,721791,1098609,-376818,0,317782,33361,351143
1089,2007,c010,cnstr_engr,3743941,1256990,0,0,1256990,811287,0,4189645,5000932,-1,0,0,-1,491945,106715,0,0,106715,34031,12846,551783,598660,0,120016,97231,22785,578238,500068,1416912,-916844,0,315820,0,315820
1090,2007,c010,prof_indm,4819974,0,0,0,0,0,0,727311,727311,4092663,1214821,1359506,3947978,1479382,0,0,0,0,20079,0,71218,91297,1388085,9444697,1478509,9354273,557315,810615,206939,603676,0,-6567286,270081,-6297205
1091,2007,c010,cpr,902322,0,0,0,0,0,0,893299,893299,9023,16913,2647,23289,231842,0,0,0,0,0,0,227124,227124,4718,13167,58885,-41000,104332,141124,122281,18843,0,-58886,595,-58291
1092,2007,c010,others,21170746,3765287,0,0,3765287,211473,16015,8100972,8328460,16607573,14507443,11328590,19786426,5011236,29305,0,0,29305,116394,0,336722,453116,4587425,5736246,1991920,8331751,2883253,2787268,1724409,1062859,0,7508563,1095962,8604525
1093,2007,c010,misc_total,48628628,5629761,0,0,5629761,2384785,16015,19854340,22255140,32003249,19913085,15634682,36281652,7933199,136020,0,0,136020,175535,12846,1268378,1456759,6612460,21455011,8899183,19168288,6273683,6616389,4857911,1758478,0,9081203,2111947,11193150
1094,2007,c010,total,370992815,12306371,0,0,12306371,8893381,7292,68755590,77656263,305642923,118209092,120117414,303734601,201211559,6702834,0,0,6702834,2655570,12846,13756596,16425012,191489381,177901819,166310067,203081133,54483056,58020947,13837397,44183550,0,1986862,20169872,22156734
1095,2008,c010,mac,8029057,993133,0,0,993133,14581,0,4839845,4854426,4167764,918500,1580433,3505831,4377160,231537,0,0,231537,1350,0,2333993,2335343,2273354,3313900,2281180,3306074,1065567,1393139,1189345,203794,0,-1069604,-152497,-1222101
1096,2008,c010,mahl,84146,0,0,0,0,0,0,67317,67317,16829,2614,3891,15552,0,0,0,0,0,0,0,0,0,0,2809,4767,-1958,9554,8415,14648,-6233,0,14189,-616,13573
1097,2008,c010,fire,43983727,1499682,0,0,1499682,3487179,3091,26271833,29762103,15721306,4830248,8561372,11990182,10028714,13546468,0,0,13546468,4641525,0,15257439,19898964,3676218,1777212,2949185,2504245,5648749,3717222,5194044,-1476822,0,5314010,-575239,4738771
1098,2008,c010,motor,187755456,0,0,0,0,1892,0,7854637,7856529,179898927,77094606,79721404,177272129,128356677,0,0,0,0,125085,0,94695,219780,128136897,95494245,90016096,133615046,26267298,29008552,18086,28990466,0,-11600681,-6582458,-18183139
1099,2008,c010,wic,31538512,242088,0,0,242088,3586408,0,391186,3977594,27803006,10174532,9348791,28628747,18636340,757509,0,0,757509,201339,0,59705,261044,19132805,39557464,46090625,12599644,3608371,3802024,555490,3246534,0,9174198,-1017305,8156893
1100,2008,c010,pa,58553785,4242987,0,0,4242987,6442,0,7698450,7704892,55091880,9484919,11597340,52979459,12598925,442367,0,0,442367,4028,0,624136,628164,12413128,13648334,13515559,12545903,12532742,15505490,2790817,12714673,0,15186141,-2015798,13170343
1101,2008,c010,health,22337184,0,0,0,0,638,0,884774,885412,21451772,1977313,10050839,13378246,13661923,0,0,0,0,16518,0,1308548,1325066,12336857,6721685,1589396,17469146,2536165,4085136,224544,3860592,0,-10487657,-784915,-11272572
1102,2008,c010,pub_lia,16733370,23012,0,0,23012,1375620,0,1407220,2782840,13973542,2670502,5381546,11262498,2000550,0,0,0,0,24681,0,42046,66727,1933823,7087038,5734983,3285878,1903303,2347629,363172,1984457,0,4088860,-511289,3577571
1103,2008,c010,bonds,4321452,-994,0,0,-994,295009,0,3236040,3531049,789409,273437,1181103,-118257,-24047,0,0,0,0,-1036,0,-42864,-43900,19853,556781,405902,170732,490545,525078,271610,253468,0,-1033002,-28884,-1061886
1104,2008,c010,cnstr_engr,4681430,455732,0,0,455732,1060727,0,4076436,5137163,-1,0,0,-1,531698,101224,0,0,101224,78255,4357,550310,632922,0,141766,120016,21750,583274,672466,657163,15303,0,-620328,0,-620328
1105,2008,c010,prof_indm,6960977,170770,0,0,170770,0,0,1673731,1673731,5458016,1359506,2728603,4088919,2287931,0,0,0,0,0,0,0,0,2287931,7348415,9444697,191649,809739,1099273,230009,869264,0,2218267,-199707,2018560
1106,2008,c010,cpr,840526,0,0,0,0,0,0,832121,832121,8405,2647,5478,5574,-3676858,0,0,0,0,0,0,-3605362,-3605362,-71496,16059,13167,-68604,95433,174010,187581,-13571,0,-7684,-309,-7993
1107,2008,c010,others,15337944,3682411,0,0,3682411,-118900,0,6163238,6044338,12976017,11328590,15443858,8860749,3669480,3517723,0,0,3517723,49964,0,3848797,3898761,3288442,7407050,5736246,4959246,2159574,1786211,1409497,376714,0,1365215,-474789,890426
1108,2008,c010,misc_total,48875699,4330931,0,0,4330931,2612456,0,17388786,20001242,33205388,15634682,24740588,24099482,4788754,3618947,0,0,3618947,151864,4357,792927,949148,7458553,22557109,21455011,8560651,6041868,6604667,3119032,3485635,0,6011328,-1214978,4796350
1109,2008,c010,total,401157566,11308821,0,0,11308821,9709596,3091,65396828,75109515,337356872,120117414,145604658,311869628,192448493,18596828,0,0,18596828,5141709,4357,20471443,25617509,185427812,183072758,177901819,190598751,57710314,64124645,13106006,51018639,0,12541924,-12343806,198118
1110,2009,c010,mac,4059382,70860,0,0,70860,55,0,2429784,2429839,1700403,1580433,340672,2940164,2547800,182716,0,0,182716,-600202,0,1884148,1283946,1446570,1882727,3313900,15397,633964,401510,538368,-136858,0,2427661,166029,2593690
1111,2009,c010,mahl,102672,0,0,0,0,0,0,85868,85868,16804,3891,4766,15929,0,0,0,0,0,0,0,0,0,0,3252,2809,443,15575,13107,14791,-1684,0,1595,1641,3236
1112,2009,c010,fire,42556460,1514663,0,0,1514663,2515255,2860,23523486,26041601,18029522,8561372,12051380,14539514,4773614,1325944,0,0,1325944,138645,0,2770110,2908755,3190803,2657015,1777212,4070606,7244234,3663876,4462417,-798541,0,4023215,1760419,5783634
1113,2009,c010,motor,222656778,0,0,0,0,1009,0,10784279,10785288,211871490,79721404,95278590,196314304,128192905,0,0,0,0,52650,0,122798,175448,128017457,102630071,95494245,135153283,38619538,34156062,12848,34143214,0,-11601731,20687329,9085598
1114,2009,c010,wic,34375339,-42869,0,0,-42869,1232392,0,2476216,3708608,30623862,9348791,10203974,29768679,19430143,297687,0,0,297687,-43688,0,226313,182625,19545205,35343754,39557464,15331495,5208287,4366626,538391,3828235,0,5400662,2990142,8390804
1115,2009,c010,pa,56063879,1943890,0,0,1943890,-2290,0,2906023,2903733,55104036,11597340,11917306,54784070,17439304,3665890,0,0,3665890,183185,0,2825437,3008622,18096572,11976906,13648334,16425144,15098182,13938223,609172,13329051,0,9931693,5380409,15312102
1116,2009,c010,health,24569210,0,0,0,0,6012,0,537238,543250,24025960,10050839,12625119,21451680,13564513,0,0,0,0,-232774,0,793521,560747,13003766,7519766,6721685,13801847,3727186,4410585,75867,4334718,0,-412071,2345917,1933846
1117,2009,c010,pub_lia,13955953,40108,0,0,40108,83966,0,1145725,1229691,12766370,5381546,3482295,14665621,2304005,0,0,0,0,19367,0,52765,72132,2231873,7046956,7087038,2191791,2123223,2194834,248167,1946667,0,8403940,1246520,9650460
1118,2009,c010,bonds,9520595,251946,0,0,251946,27347,0,8684821,8712168,1060373,1181103,1011321,1230155,-74360,0,0,0,0,-4056,0,-174741,-178797,104437,657175,556781,204831,1482509,1264223,929824,334399,0,-791584,103536,-688048
1119,2009,c010,cnstr_engr,1017713,1545186,0,0,1545186,70745,0,2492153,2562898,1,0,0,1,884438,31453,0,0,31453,59243,0,856648,915891,0,39744,141766,-102022,388796,147102,1470698,-1323596,0,1036823,0,1036823
1120,2009,c010,prof_indm,6856633,155328,0,0,155328,6500,0,2237839,2244339,4767622,2728603,2097270,5398955,1379593,12861,0,0,12861,-2480,0,27868,25388,1367066,4955429,7348415,-1025920,1063725,1079529,306271,773258,0,4587892,465515,5053407
1121,2009,c010,cpr,1320889,0,0,0,0,0,0,1304853,1304853,16036,5478,7261,14253,-3677394,0,0,0,0,0,0,-3604724,-3604724,-72670,19695,16059,-69034,200381,217107,233739,-16632,0,-100462,1566,-98896
1122,2009,c010,others,14392248,3795963,0,0,3795963,92457,0,4849279,4941736,13246475,15443858,17120040,11570293,6915031,1579110,0,0,1579110,44297,0,2798810,2843107,5651034,9028574,7407050,7272558,2759413,2041053,1349424,691629,0,846693,1293399,2140092
1123,2009,c010,misc_total,47064031,5788531,0,0,5788531,281015,0,20714670,20995685,31856877,24740588,23718187,32879278,7731313,1623424,0,0,1623424,116371,0,-43374,72997,9281740,21747573,22557109,8472204,8018047,6943848,4538123,2405725,0,13983302,3110536,17093838
1124,2009,c010,total,431447751,9275075,0,0,9275075,4033448,2860,63457564,67493872,373228954,145604658,166139994,352693618,193679592,7095661,0,0,7095661,-385813,0,8578953,8193140,192582113,183761064,183072758,193270419,78565013,67893837,10789977,57103860,0,23754326,36442422,60196748
1125,2010,c010,mac,4360745,0,0,0,0,0,0,3179621,3179621,1181124,340672,173182,1348614,2070255,23037,0,134741,157778,229,0,1216348,1216577,1011456,2579627,1882727,1708356,764442,505685,878766,-373081,0,-751103,66572,-684531
1126,2010,c010,mahl,307460,849078,215679,603907,1668664,0,575483,1376960,1952443,23681,4766,13023,15424,0,0,0,0,0,0,0,0,0,0,0,3252,-3252,343004,261289,202020,59269,0,-383597,1335,-382262
1127,2010,c010,fire,37934212,701743,184287,0,886030,3992950,0,22362963,26355913,12464329,12051380,6434800,18080909,3752381,499168,2466090,9747,2975005,3222787,0,1690312,4913099,1814287,4770614,2657015,3927886,7127215,3260075,5817595,-2557520,0,9583328,702525,10285853
